gid	parA_rep1	parA_rep2	parA_rep3	parB_rep1	parB_rep2	parB_rep3	hybA_rep1	hybA_rep2	hybA_rep3	hybB_rep1	hybB_rep2	hybB_rep3
Zm00001d042712	578	503	591	648	730	696	15	7	15	7	5	15
Zm00001d042713	3456	1391	3060	956	2609	1674	99	95	174	68	66	83
Zm00001d042714	210	194	348	354	472	426	20	15	33	25	35	27
Zm00001d042718	1216	1964	1412	1017	713	826	88	51	39	28	15	14
Zm00001d042719	1344	1423	1414	1029	1161	1095	125	84	84	50	56	37
Zm00001d042720	1428	910	1442	1200	1402	1401	86	105	86	58	56	53
Zm00001d042721	1072	740	944	804	926	889	48	58	52	25	26	24
Zm00001d042722	590	223	475	300	394	350	13	11	19	5	7	6
Zm00001d042724	1539	1164	1310	910	1001	1218	232	159	234	156	135	167
Zm00001d042727	311	381	592	530	303	296	12	21	11	3	10	11
Zm00001d042729	1237	1367	1352	916	987	1035	184	208	195	115	105	66
Zm00001d042730	3920	2948	2849	2036	3085	2119	748	538	789	286	184	242
Zm00001d042746	3560	3252	3850	3708	2783	3144	575	618	517	290	342	382
Zm00001d042747	2001	2834	2873	2444	2286	2190	266	436	182	138	164	96
Zm00001d042755	274	248	268	141	133	107	39	9	16	16	2	11
Zm00001d042761	1658	1644	1557	1112	1235	1127	96	56	69	28	39	38
Zm00001d042762	854	770	912	831	1157	1023	32	40	28	16	21	21
Zm00001d042767	3101	4345	4907	7100	5010	6364	52	72	23	27	24	14
Zm00001d042772	7833	5435	5120	3336	4258	3282	442	556	582	301	395	353
Zm00001d042780	7022	698	605	8481	7814	7623	6	4	465	45	60	2743
Zm00001d042809	4536	4370	6352	7306	7860	7525	86	87	60	57	30	30
Zm00001d042811	140	87	287	935	251	684	64	23	21	67	30	42
Zm00001d042812	197	299	317	256	201	218	10	6	3	19	20	11
Zm00001d042830	601	631	668	669	768	736	38	33	24	16	21	19
Zm00001d042833	889	602	802	405	898	648	62	82	57	49	78	85
Zm00001d042841	611	413	683	529	790	659	14	4	12	8	4	5
Zm00001d042842	3890	898	512	3860	3296	3846	81	26	364	456	179	552
Zm00001d042843	555	237	323	326	514	434	41	47	52	38	33	31
Zm00001d042845	506	298	315	296	424	410	8	4	5	2	5	3
Zm00001d042850	426	242	438	261	473	415	25	27	26	18	26	16
Zm00001d042851	885	455	562	870	897	1008	64	64	119	73	54	82
Zm00001d042853	355	208	211	624	756	616	15	25	30	42	37	41
Zm00001d042864	1178	993	1238	729	901	926	95	95	62	68	36	15
Zm00001d042868	622	620	795	509	294	450	119	44	54	63	22	55
Zm00001d042869	3798	2343	1884	734	548	529	85	82	120	28	21	52
Zm00001d042874	2522	3024	2410	1945	2131	2040	209	202	165	154	193	153
Zm00001d042879	911	762	890	896	813	977	35	58	48	54	58	56
Zm00001d042883	703	509	668	1851	2027	2047	118	110	135	279	341	233
Zm00001d042884	2997	3362	3511	4475	4813	5001	640	602	417	697	719	524
Zm00001d042885	1442	1089	1192	1230	1287	1154	172	190	227	182	145	189
Zm00001d042886	1095	954	770	1742	1033	1349	230	185	153	220	159	183
Zm00001d042887	188	138	267	1107	387	772	22	6	14	34	10	20
Zm00001d042888	81	9	12	1628	2029	1904	153	110	165	321	226	254
Zm00001d042898	560	591	576	296	329	442	159	71	137	107	38	75
Zm00001d042899	1097	2198	1980	1709	1409	1726	421	416	309	180	142	162
Zm00001d042902	75	32	33	15	56	33	4	8	14	5	5	14
Zm00001d042907	710	258	281	1049	750	885	46	29	58	60	39	56
Zm00001d042908	775	356	543	387	491	393	99	54	96	90	32	43
Zm00001d042935	4259	1468	1015	382	697	549	246	45	673	186	60	249
Zm00001d042938	2259	2319	2227	2263	2030	2227	69	78	60	46	52	33
Zm00001d042939	401	532	206	254	116	108	12	17	39	9	7	16
Zm00001d042940	120	141	136	185	76	103	5	3	12	16	6	45
Zm00001d042943	4291	6381	5791	5691	6147	5917	337	380	268	528	544	427
Zm00001d042950	3576	4104	4071	4341	4624	4302	419	242	299	294	182	189
Zm00001d042954	1135	898	824	235	310	192	218	134	187	57	32	56
Zm00001d042960	416	438	439	460	413	471	14	17	12	34	17	13
Zm00001d042961	1913	3481	2080	5676	5427	5108	162	149	176	136	143	123
Zm00001d042962	2617	1675	3454	1887	3046	2930	636	653	463	529	492	421
Zm00001d042965	3288	2029	2017	2040	2004	1853	181	171	192	128	137	159
Zm00001d042966	13089	9446	9224	8341	9436	7973	196	259	370	192	225	223
Zm00001d042968	2136	1900	1955	1159	1654	1232	142	121	123	56	40	50
Zm00001d042973	2388	1754	2080	2029	2792	2784	119	135	105	173	133	128
Zm00001d042979	182	34	72	93	137	123	6	13	11	2	17	6
Zm00001d042980	1151	4320	1728	2874	1082	1335	24	19	5	36	30	15
Zm00001d042993	5090	8128	6345	9864	6051	6966	123	74	74	83	62	54
Zm00001d042996	444	746	538	748	617	674	32	8	5	26	10	4
Zm00001d042997	1169	844	1213	972	1153	1031	196	202	179	187	180	129
Zm00001d042998	837	556	592	554	453	543	36	35	44	41	29	53
Zm00001d043009	116	39	62	141	251	210	2	1	5	9	7	9
Zm00001d043026	274	346	393	377	368	373	58	27	31	111	81	41
Zm00001d043029	1552	853	1355	1164	1534	1477	112	123	148	99	59	86
Zm00001d043031	932	886	874	709	823	643	139	146	111	67	98	92
Zm00001d043038	1431	1221	1404	1638	1211	1792	95	54	78	72	35	68
Zm00001d043043	546	824	667	767	653	748	47	47	56	48	39	32
Zm00001d043047	5251	9400	8381	30568	47108	19013	964	1119	214	613	733	124
Zm00001d043052	1794	2059	2194	2032	2114	2071	30	11	11	28	37	16
Zm00001d043056	480	544	397	418	512	426	78	52	41	65	58	27
Zm00001d043059	3717	1094	1389	795	1603	990	4	4	17	8	6	10
Zm00001d043067	2728	2229	2644	2854	2892	2888	107	98	88	104	89	77
Zm00001d043070	5098	5053	4395	4278	4185	4029	1197	961	1128	1109	837	884
Zm00001d043083	2740	2222	2452	1683	1690	1734	86	74	69	91	72	69
Zm00001d043086	15542	11665	11571	8304	10350	9598	588	616	705	338	358	288
Zm00001d043088	143	131	175	174	256	162	15	6	5	12	5	4
Zm00001d043093	4210	1676	2577	1565	2404	1973	41	44	51	10	11	11
Zm00001d043097	360	161	314	590	255	473	13	10	16	23	11	15
Zm00001d043102	331	247	305	275	310	361	34	5	26	27	3	12
Zm00001d043104	1059	894	909	1749	1031	1386	44	38	42	42	36	35
Zm00001d043108	740	488	611	364	510	397	78	117	110	62	93	77
Zm00001d043109	2155	1340	1654	1235	1519	1421	75	50	69	45	36	41
Zm00001d043112	505	390	458	448	468	442	5	25	14	6	23	5
Zm00001d043113	1955	2258	2413	1442	1951	1750	241	315	220	107	141	100
Zm00001d043117	1798	2322	2641	922	1145	836	110	106	47	61	66	34
Zm00001d043119	6684	2699	2361	1869	2395	2126	337	379	763	439	234	451
Zm00001d043121	141	3967	604	1059	755	649	123	120	43	125	143	55
Zm00001d043128	677	192	859	2751	1387	2765	13	8	21	30	18	32
Zm00001d043131	1905	1189	1098	1248	944	875	31	26	46	15	17	22
Zm00001d043134	654	462	574	541	629	616	15	8	10	10	7	7
Zm00001d043135	1476	982	1077	1018	829	925	80	88	97	73	75	79
Zm00001d043137	1232	1160	1331	699	807	904	81	146	96	61	71	60
Zm00001d043144	71	62	60	265	176	220	11	8	18	32	35	74
Zm00001d043145	316	218	364	235	420	371	23	15	8	25	10	13
Zm00001d043146	710	286	427	246	465	363	20	5	12	21	4	15
Zm00001d043147	267	261	272	219	300	270	39	42	90	41	25	57
Zm00001d043149	7684	7629	8937	7584	8234	7837	1567	1619	1701	909	938	909
Zm00001d043152	1701	1508	2103	1316	1609	1442	263	190	184	143	103	99
Zm00001d043155	481	181	378	235	276	250	17	32	31	11	45	22
Zm00001d043156	703	819	1217	433	974	772	74	57	58	46	51	43
Zm00001d043157	549	385	577	646	807	801	179	159	169	226	149	231
Zm00001d043160	439	250	422	620	885	758	36	42	16	89	106	36
Zm00001d043165	943	1269	1016	1285	771	894	107	121	82	64	69	41
Zm00001d043166	411	571	532	642	1058	817	3	7	4	20	26	5
Zm00001d043174	3623	8992	3636	2601	1909	1836	529	659	253	361	417	243
Zm00001d043175	2426	2445	2269	5466	5718	5329	1303	1164	1238	2113	1870	1981
Zm00001d043178	2006	2748	2513	5862	2647	3392	303	193	148	287	230	199
Zm00001d043181	261	104	144	90	147	128	9	6	6	6	11	18
Zm00001d043183	1452	1038	1236	1215	1299	1293	74	99	83	84	85	51
Zm00001d043185	2104	1160	1288	918	1182	944	116	89	146	69	70	89
Zm00001d043187	377	212	254	205	268	230	24	15	38	39	14	44
Zm00001d043195	4509	5061	6522	5662	5551	5727	214	182	132	132	65	51
Zm00001d043196	562	137	322	809	1872	1450	54	33	50	62	65	76
Zm00001d043204	170	386	347	270	291	233	47	28	7	12	4	2
Zm00001d043205	3088	4107	3508	3514	2693	2931	667	439	295	318	251	150
Zm00001d043207	583	460	578	438	662	554	46	34	13	17	20	7
Zm00001d043217	2999	3814	3214	1675	2048	1697	220	232	226	141	128	102
Zm00001d043218	827	689	860	681	794	857	76	70	79	43	38	37
Zm00001d043220	102	123	149	442	205	282	13	5	6	24	13	7
Zm00001d043221	87	30	48	111	61	66	5	2	2	15	7	6
Zm00001d043223	4287	2931	3459	2785	3519	2741	907	1082	1394	1249	1210	1168
Zm00001d043224	1789	1421	1310	1819	1863	1859	100	97	132	132	147	143
Zm00001d043228	493	215	318	522	628	580	4	3	8	4	6	9
Zm00001d043229	1657	1632	1325	1259	1098	1000	259	332	426	324	294	293
Zm00001d043230	254	144	161	370	292	349	9	8	10	17	21	11
Zm00001d043238	2050	3583	3745	3057	2562	2867	450	373	275	313	156	171
Zm00001d043239	1120	1037	1297	1190	1229	1229	52	67	63	62	52	58
Zm00001d043249	3315	5113	3658	968	1041	806	379	270	353	69	45	83
Zm00001d043252	1715	2015	1836	2352	2431	2631	48	33	32	26	17	27
Zm00001d043269	611	635	587	738	531	602	26	14	21	19	13	12
Zm00001d043270	223	702	202	1354	114	407	83	11	21	60	11	17
Zm00001d043272	1882	1965	2254	1558	1252	1439	262	218	231	119	123	144
Zm00001d043274	1361	717	1218	2953	3491	3200	55	50	64	255	190	213
Zm00001d043275	3589	3109	3704	2087	2390	2258	334	386	223	174	193	136
Zm00001d043288	3168	3758	3813	3441	3502	3469	424	450	382	436	438	365
Zm00001d043291	639	612	723	424	599	469	108	75	67	137	107	82
Zm00001d043292	1008	1011	1110	1015	1043	950	137	122	107	112	97	81
Zm00001d043296	728	692	608	815	546	635	36	10	52	60	9	52
Zm00001d043301	1877	1398	1889	1876	2493	2227	67	103	66	75	103	64
Zm00001d043302	105	28	12	2	10	2	9	15	23	11	9	13
Zm00001d043303	2327	1720	1884	1612	2019	1812	26	39	23	26	25	21
Zm00001d043314	1856	1381	1036	915	1049	949	20	23	25	10	16	12
Zm00001d043320	710	445	595	324	470	404	26	73	51	34	72	33
Zm00001d043328	515	402	439	268	322	280	36	34	46	25	30	23
Zm00001d043329	3077	2395	2453	2708	1505	1765	144	113	102	91	51	54
Zm00001d043330	1007	442	674	541	581	522	39	13	59	40	25	42
Zm00001d043335	2849	1520	2539	2714	3300	3484	531	495	582	657	607	649
Zm00001d043337	271	244	277	116	162	151	41	45	45	33	43	44
Zm00001d043350	462	126	117	60	53	36	5	7	2	4	3	9
Zm00001d043352	310	306	366	412	518	429	17	23	15	20	23	11
Zm00001d043354	1310	1188	1068	0	2	1	43	50	47	11	10	14
Zm00001d043358	571	323	425	296	248	265	8	15	7	9	5	6
Zm00001d043360	292	265	286	44	64	68	12	16	15	11	7	9
Zm00001d043367	445	159	158	418	508	532	17	15	41	26	29	23
Zm00001d043370	1912	1316	1567	1096	1330	976	148	203	235	86	108	100
Zm00001d043375	4762	2060	1728	612	1458	1029	23	10	48	24	4	26
Zm00001d043389	1474	771	829	161	219	166	62	33	161	19	16	49
Zm00001d043392	2301	1383	1509	1236	1251	1267	94	94	119	47	29	61
Zm00001d043395	1064	810	1096	610	717	773	107	158	137	73	95	76
Zm00001d043399	269	197	188	155	164	169	12	11	13	6	9	10
Zm00001d043406	550	207	289	208	320	311	14	13	38	19	7	19
Zm00001d043407	2181	2118	2043	939	1321	1048	330	312	211	151	143	143
Zm00001d043410	3614	2247	2803	3383	4120	4080	267	276	264	242	217	218
Zm00001d043414	2294	960	1060	2143	2301	2637	294	281	412	467	430	600
Zm00001d043420	1929	2193	2135	3021	3993	3713	171	152	92	93	123	62
Zm00001d043422	47	51	37	150	140	209	5	7	2	20	14	8
Zm00001d043425	1401	946	1458	519	439	496	92	71	117	52	30	35
Zm00001d043428	1772	661	1017	1075	1278	1207	21	28	25	39	25	35
Zm00001d043429	274	150	191	154	189	167	34	28	35	51	21	35
Zm00001d043430	4203	5617	6069	475	194	382	1130	1092	609	110	103	57
Zm00001d043431	3409	2502	4713	6213	7300	7949	241	179	204	219	183	200
Zm00001d043434	3214	1656	2219	2159	2213	2225	122	110	167	122	84	131
Zm00001d043439	1474	873	1150	581	618	643	36	34	55	21	20	21
Zm00001d043441	966	331	603	651	811	691	71	50	59	70	85	95
Zm00001d043443	7850	9530	8960	8118	7268	7086	1047	1542	485	615	862	231
Zm00001d043444	464	306	594	312	263	613	90	150	35	33	36	9
Zm00001d043445	911	639	786	511	600	581	211	174	136	173	168	138
Zm00001d043449	352	230	279	320	384	380	52	24	11	56	26	30
Zm00001d043450	352	337	411	483	457	416	63	42	37	33	72	30
Zm00001d043452	3792	3827	3784	4166	3593	3976	266	317	305	274	312	298
Zm00001d043454	293	248	280	99	157	164	29	31	48	21	20	39
Zm00001d043458	1005	639	454	708	1315	634	102	38	99	97	40	83
Zm00001d043459	872	687	821	934	845	929	141	135	129	158	127	105
Zm00001d043462	894	723	854	1081	655	1050	8	5	13	15	12	17
Zm00001d043464	3741	884	283	17	77	21	12	8	589	49	5	230
Zm00001d043465	1658	1506	1314	1075	1155	1069	95	85	112	109	110	109
Zm00001d043468	285	348	500	250	92	156	40	13	9	42	12	2
Zm00001d043469	649	552	469	1397	590	899	72	55	78	76	23	54
Zm00001d043473	1028	1148	1563	1426	1577	1465	28	7	7	18	10	6
Zm00001d043474	625	918	878	1175	895	992	62	49	34	31	43	15
Zm00001d043483	762	385	558	715	911	802	18	14	29	27	23	26
Zm00001d043490	1612	3091	2522	2893	3368	3420	167	55	89	68	22	43
Zm00001d043492	469	302	485	187	267	199	24	16	22	19	9	17
Zm00001d043494	2591	1563	2580	2102	2530	2296	314	346	285	307	323	300
Zm00001d043497	2987	2499	3030	2273	2577	2328	14	15	14	15	13	13
Zm00001d043500	280	353	487	186	342	252	28	50	17	32	36	34
Zm00001d043502	1525	1358	1556	1034	1116	1180	126	114	137	82	64	52
Zm00001d043504	2629	2017	2846	1947	2531	2322	377	350	325	363	369	351
Zm00001d043508	203	122	177	311	320	302	20	26	2	30	32	6
Zm00001d043511	6226	1850	1600	2288	2355	2270	63	62	155	85	59	107
Zm00001d043514	818	580	592	200	464	337	269	209	270	224	120	240
Zm00001d043515	2571	4359	3653	5742	4573	4314	553	523	261	416	420	203
Zm00001d043516	553	164	211	304	354	304	15	19	8	23	15	12
Zm00001d043517	1535	1518	1931	2464	2972	2660	72	76	43	60	68	51
Zm00001d043524	1044	607	761	496	604	520	333	162	506	431	199	544
Zm00001d043538	1594	2485	2667	1503	5782	3655	726	624	581	410	564	446
Zm00001d043539	1231	1147	1249	1376	1398	1458	88	54	54	48	48	50
Zm00001d043547	180	253	280	79	87	94	22	10	4	10	6	4
Zm00001d043548	512	258	368	215	355	273	7	4	9	2	6	7
Zm00001d043705	289	92	124	87	151	129	6	6	6	4	4	3
Zm00001d043736	779	626	544	588	633	613	108	114	116	119	98	84
Zm00001d043740	505	336	559	1012	165	1440	197	6	28	133	2	12
Zm00001d043743	454	371	443	380	354	325	28	23	15	28	8	9
Zm00001d043752	79	95	77	432	576	388	17	8	4	52	32	29
Zm00001d043757	5741	3854	4347	2548	2915	2900	467	547	642	392	417	444
Zm00001d043767	397	236	407	307	361	388	34	30	20	27	49	35
Zm00001d043768	1263	1158	1250	1415	1162	1340	250	200	164	230	155	165
Zm00001d043773	2329	2960	3042	2424	2056	2545	799	695	539	576	435	331
Zm00001d043775	2450	1638	2277	2032	2205	2196	91	82	93	91	79	90
Zm00001d043776	867	604	794	629	800	682	42	57	48	31	39	36
Zm00001d043779	729	520	597	379	453	378	110	96	104	86	59	61
Zm00001d043780	1027	853	718	1076	1111	1054	39	38	45	76	45	60
Zm00001d043782	275	353	406	121	77	145	43	8	13	15	2	10
Zm00001d043784	523	477	418	418	302	331	24	20	25	21	21	21
Zm00001d043787	390	581	437	182	279	209	57	62	34	32	38	24
Zm00001d043795	1030	3594	807	1449	265	524	193	88	11	85	73	3
Zm00001d043797	5465	3917	4451	3671	4372	3915	134	141	234	149	125	112
Zm00001d043830	320	190	362	770	475	783	42	40	63	39	59	75
Zm00001d043834	7935	4570	5876	5332	6357	5948	449	484	522	274	246	273
Zm00001d043840	1133	692	914	827	1040	917	10	10	22	3	6	4
Zm00001d043851	979	700	840	1527	1784	1481	121	96	129	100	127	138
Zm00001d043854	1344	1615	1531	1257	1176	1568	114	72	47	55	42	48
Zm00001d043855	1706	1742	1589	1905	1490	1525	309	297	256	361	244	227
Zm00001d043856	17	4	6	254	202	219	4	10	11	4	10	15
Zm00001d043857	270	284	316	259	366	365	8	15	10	13	10	5
Zm00001d043860	485	356	484	367	502	444	94	64	109	68	59	79
Zm00001d043861	4881	2543	3701	3122	3246	3301	216	231	270	224	236	251
Zm00001d043863	624	510	747	685	896	886	207	235	167	203	193	173
Zm00001d043864	2549	2623	2579	4473	3378	3927	209	150	101	173	122	102
Zm00001d043878	829	882	811	592	670	542	155	146	160	109	74	108
Zm00001d043879	517	1034	600	1045	636	678	69	37	26	56	41	32
Zm00001d043880	327	177	266	96	167	131	32	12	57	37	5	39
Zm00001d043895	952	723	869	1349	943	1351	116	128	100	129	140	93
Zm00001d043900	3174	2885	2825	3269	2115	2909	132	99	84	98	61	78
Zm00001d043902	374	409	511	1346	492	942	105	21	85	126	23	79
Zm00001d043903	807	571	672	333	399	389	146	137	124	87	52	78
Zm00001d043905	1927	1612	1891	1669	1986	1539	379	258	264	200	155	168
Zm00001d043906	367	201	305	313	422	426	25	25	25	15	25	30
Zm00001d043907	1661	1393	1558	1252	1238	1119	26	37	33	18	20	21
Zm00001d043912	552	536	630	437	309	443	14	13	12	11	5	4
Zm00001d043914	1470	913	1346	1462	1816	1600	11	10	12	8	7	4
Zm00001d043915	1200	802	1110	863	935	1015	57	45	50	43	26	40
Zm00001d043922	1738	602	1192	1079	1653	1436	120	122	201	88	64	189
Zm00001d043927	1415	565	984	943	813	1028	37	47	47	43	39	43
Zm00001d043929	5106	5582	5938	12051	7094	10927	547	424	542	487	449	659
Zm00001d043935	783	400	683	3288	802	3120	112	10	44	95	8	67
Zm00001d043941	1164	700	801	597	639	684	99	70	118	55	36	79
Zm00001d043942	7843	4712	4901	4253	5151	4105	1543	1753	2327	1712	1423	1765
Zm00001d043945	342	303	280	268	199	223	30	32	48	14	40	23
Zm00001d043946	244	127	230	148	269	158	8	7	4	6	4	4
Zm00001d043948	1505	1290	1269	1137	1124	1151	79	88	131	108	81	131
Zm00001d043950	876	1156	1134	2842	2011	2411	127	106	69	195	164	96
Zm00001d043953	518	449	503	401	493	421	10	11	7	6	3	2
Zm00001d043954	1497	1572	2017	2774	2030	2717	18	22	8	23	14	17
Zm00001d043955	5153	3331	3794	2996	3214	2972	100	92	119	70	54	66
Zm00001d043963	608	448	571	398	422	431	22	37	56	19	20	14
Zm00001d043965	10249	14219	14759	4441	6945	4271	1255	1760	448	407	626	177
Zm00001d043971	2457	2311	2394	2305	2726	2385	1119	1276	1169	807	778	869
Zm00001d043972	155	99	96	29	45	53	9	12	17	7	9	9
Zm00001d043974	145	70	129	243	214	303	27	22	24	40	42	30
Zm00001d043977	33	17	32	147	67	150	6	7	15	7	8	12
Zm00001d043981	1102	886	1100	496	508	541	177	204	189	70	85	54
Zm00001d043984	544	389	597	591	776	622	14	9	13	11	8	5
Zm00001d043986	8197	4669	4500	4498	4474	3767	401	502	682	577	515	661
Zm00001d043988	86	2449	804	3561	7581	3942	309	358	998	270	260	381
Zm00001d043991	6713	7049	8113	5444	6917	6295	213	218	139	26	55	14
Zm00001d043997	2152	1343	1853	949	986	1056	230	190	226	143	110	145
Zm00001d043998	1374	2640	1851	2406	1996	2139	157	145	108	180	107	118
Zm00001d044016	2531	999	1089	1465	1138	1402	4	5	10	6	4	9
Zm00001d044019	1712	1202	1496	1250	1366	1216	7	14	12	3	6	8
Zm00001d044020	114	82	93	127	166	128	5	5	5	8	6	7
Zm00001d044023	1732	790	1542	1338	1543	1244	76	44	65	56	43	48
Zm00001d044024	1807	719	2066	2181	2912	2479	91	153	14	67	71	17
Zm00001d044033	15395	20516	20265	14752	11871	13702	1247	1160	656	606	415	261
Zm00001d044035	37645	28176	33633	31041	33484	34485	6895	6763	7296	7987	7173	7260
Zm00001d044036	733	923	870	175	238	178	84	34	122	26	19	40
Zm00001d044037	7762	9523	13056	8145	14027	12039	3345	3018	1968	3217	3027	1833
Zm00001d044038	1018	767	1209	1448	1312	1973	117	82	87	122	105	95
Zm00001d044042	6792	6180	6828	2985	4493	3994	981	1133	946	709	621	584
Zm00001d044045	9263	11045	12571	4445	4221	4859	2855	2699	1849	945	761	515
Zm00001d044048	358	361	359	273	328	327	30	32	26	38	26	22
Zm00001d044054	3277	2518	2454	1172	1716	1223	90	112	136	25	29	35
Zm00001d044056	765	184	111	714	324	408	5	2	86	32	6	118
Zm00001d044060	2742	3290	2085	3237	3720	3413	184	239	162	212	175	243
Zm00001d044065	1113	570	689	270	467	423	74	66	102	40	38	33
Zm00001d044068	415	702	392	491	478	473	10	4	16	19	11	24
Zm00001d044076	632	1068	1148	1271	957	1076	69	38	40	110	101	50
Zm00001d044079	367	501	484	705	783	711	126	99	194	209	171	274
Zm00001d044086	1388	549	808	549	700	487	188	238	396	241	195	289
Zm00001d044096	3510	3282	5212	3770	3353	4057	1551	1520	1117	886	933	627
Zm00001d044101	742	336	554	464	602	483	8	5	3	5	5	5
Zm00001d044102	3268	2246	2897	1779	2927	2471	70	73	75	69	80	64
Zm00001d044103	2450	1656	1823	2376	3203	2670	137	107	139	285	208	242
Zm00001d044104	1308	2210	1641	1701	1238	1029	329	474	211	283	260	125
Zm00001d044120	31	47	59	277	444	353	16	26	8	54	119	64
Zm00001d044121	1036	602	863	2020	1097	1603	138	91	139	157	104	154
Zm00001d044122	1051	726	894	664	1261	543	22	21	57	62	52	94
Zm00001d044127	3868	3332	3749	4242	4485	4324	389	492	441	320	370	306
Zm00001d044129	37599	5952	5398	1174	4398	1485	177	230	2063	1464	256	1241
Zm00001d044130	544	252	250	109	149	107	49	44	108	29	27	42
Zm00001d044133	2001	1314	1717	1444	1485	1453	30	19	26	6	12	13
Zm00001d044136	3184	2934	2849	2686	3998	3077	539	376	486	840	600	648
Zm00001d044139	1667	875	1264	1183	1105	1100	150	112	158	141	128	147
Zm00001d044144	735	468	791	1003	761	941	51	19	14	42	29	21
Zm00001d044164	1666	1535	1683	1330	1442	1401	172	146	146	145	136	119
Zm00001d044170	1344	1315	1381	1593	1837	1637	33	43	15	19	23	6
Zm00001d044172	4641	3806	4555	3575	4703	4119	607	502	499	601	483	512
Zm00001d044175	5647	4526	6259	5068	5300	5487	1119	1099	754	598	593	548
Zm00001d044179	1269	1162	1468	1288	1411	1490	164	118	68	95	56	57
Zm00001d044184	3578	3461	3222	2658	2136	2721	307	357	450	179	171	248
Zm00001d044185	3079	2233	3906	1754	1629	1959	515	447	392	264	306	277
Zm00001d044186	3284	1855	3142	212	485	255	58	36	38	52	43	43
Zm00001d044188	1258	608	1020	718	823	782	233	220	232	164	159	146
Zm00001d044189	2434	2335	1617	2611	710	1253	244	282	226	286	210	268
Zm00001d044191	3112	3125	3401	2220	2344	2372	573	695	564	346	363	427
Zm00001d044193	1294	589	722	748	834	813	64	89	130	45	38	49
Zm00001d044195	3454	2379	3099	2368	3258	2530	83	59	68	54	70	64
Zm00001d044201	935	609	863	1231	949	905	96	39	75	69	39	58
Zm00001d044203	1086	867	1001	796	977	822	224	171	187	123	132	90
Zm00001d044204	18	14	16	8	10	44	13	11	7	10	14	13
Zm00001d044212	10071	7989	9907	7563	9959	8851	985	926	822	578	509	512
Zm00001d044216	505	431	427	397	413	387	4	7	7	7	9	7
Zm00001d044243	1663	938	1149	1298	1493	1316	149	153	333	219	152	211
Zm00001d044253	2082	1337	1994	8703	3705	6374	198	197	122	361	267	133
Zm00001d044255	2027	1206	1292	799	937	845	288	267	437	111	85	110
Zm00001d044260	625	448	556	245	391	296	19	27	18	12	28	13
Zm00001d044266	2575	2085	2134	2412	2686	2461	355	325	332	424	353	342
Zm00001d044267	605	421	523	319	373	363	60	53	74	35	29	42
Zm00001d044271	8887	9552	10730	12952	12433	12768	995	1023	889	745	783	593
Zm00001d044273	1981	1436	1985	1546	2186	1835	107	139	98	87	95	106
Zm00001d044274	1270	808	1161	701	1101	992	21	33	13	16	23	9
Zm00001d044278	491	242	449	265	461	344	39	41	22	33	25	24
Zm00001d044281	716	454	758	815	413	910	20	77	5	9	39	7
Zm00001d044283	313	216	345	249	205	225	15	18	18	11	10	16
Zm00001d044285	1818	1264	1434	501	1036	763	163	211	223	103	138	147
Zm00001d044287	19552	15414	17228	9200	12285	9848	658	906	893	645	746	700
Zm00001d044289	329	303	348	60	102	63	5	11	15	5	6	3
Zm00001d044290	1762	678	1031	1788	1393	1756	432	337	491	257	223	410
Zm00001d044297	1220	846	947	1040	798	926	77	76	71	70	49	46
Zm00001d044300	2002	722	1805	5243	1581	4501	506	164	207	260	112	90
Zm00001d044301	4641	3829	2890	5633	2476	3298	245	654	215	190	237	175
Zm00001d044303	2994	2248	3111	2309	2802	2770	286	223	268	285	205	202
Zm00001d044304	786	476	717	550	749	658	21	24	28	25	21	28
Zm00001d044312	1210	695	1217	1017	1466	1306	479	342	613	127	56	119
Zm00001d044324	913	599	1093	920	1272	1128	42	40	36	27	28	41
Zm00001d044330	993	749	801	724	732	721	74	52	86	74	56	65
Zm00001d044332	1614	1196	1391	1187	1675	1450	50	38	43	22	28	39
Zm00001d044333	1409	2038	1693	1575	1354	1477	277	283	182	246	223	216
Zm00001d044338	1426	976	1342	1225	1299	1131	100	98	115	82	75	89
Zm00001d044339	7329	7480	11530	2529	5073	3050	623	563	596	173	132	155
Zm00001d044340	2770	1154	2156	1243	2238	1798	243	306	222	161	218	178
Zm00001d044355	253	249	237	126	144	113	18	22	22	18	8	16
Zm00001d044364	3209	2102	2976	2524	2389	2448	111	112	154	101	79	100
Zm00001d044365	1867	3285	2672	9243	5412	5541	218	205	130	345	358	172
Zm00001d044367	844	867	824	915	952	889	23	11	28	24	16	31
Zm00001d044373	2105	1244	2639	7651	1686	5587	555	157	332	287	71	144
Zm00001d044379	2031	1284	1552	1407	1771	1515	75	62	97	70	65	75
Zm00001d044388	1293	528	784	570	660	637	36	36	61	21	21	28
Zm00001d044390	16939	14206	16658	12089	10470	10503	1717	1654	1340	1473	1337	986
Zm00001d044391	4984	6219	4896	2912	2849	2805	58	309	195	44	162	95
Zm00001d044393	1832	1517	1902	1083	1311	1346	137	73	149	36	34	38
Zm00001d044394	1586	1247	1511	303	487	316	276	323	234	82	127	91
Zm00001d044405	1533	831	1521	1186	1551	1324	191	139	359	94	60	104
Zm00001d044412	2958	3185	3904	3460	5250	4599	283	230	186	256	250	197
Zm00001d044415	258	191	182	58	98	77	57	37	26	38	9	22
Zm00001d044416	470	729	733	302	488	402	57	26	26	38	7	22
