gid	parA_rep1	parA_rep2	parA_rep3	parB_rep1	parB_rep2	parB_rep3	hybA_rep1	hybA_rep2	hybA_rep3	hybB_rep1	hybB_rep2	hybB_rep3
Zm00001d014046	284	147	235	59	106	89	3	17	10	5	10	19
Zm00001d014058	5383	3597	3916	2787	3388	3162	459	343	404	426	340	580
Zm00001d014065	2482	2307	2618	1571	1739	1554	716	527	404	331	319	369
Zm00001d014073	2788	1802	2032	1428	1963	1518	558	580	400	639	615	906
Zm00001d014078	1461	921	1148	1106	1252	1220	177	182	141	212	239	305
Zm00001d014079	1210	655	719	601	751	622	132	191	114	131	178	157
Zm00001d014080	122	50	118	105	139	137	31	6	21	31	2	38
Zm00001d014082	7893	5462	5545	2853	4032	3019	1849	804	1404	1443	561	2810
Zm00001d014085	2538	1757	1994	1624	2042	1897	57	50	44	57	76	87
Zm00001d014088	587	555	565	354	401	382	34	24	19	30	28	18
Zm00001d014090	9912	2641	3717	3386	3901	3286	468	404	325	513	371	968
Zm00001d014091	372	261	422	348	512	508	63	59	48	46	33	44
Zm00001d014093	6211	5584	5240	7426	7820	7747	733	921	523	1449	1506	1335
Zm00001d014094	1174	457	561	847	1030	857	47	40	30	54	45	82
Zm00001d014108	2703	2982	2547	1414	1617	1512	215	186	240	145	118	263
Zm00001d014109	595	241	429	428	419	338	29	24	42	23	10	51
Zm00001d014112	2170	1657	1829	1629	1694	1626	218	173	162	249	191	313
Zm00001d014116	1410	2073	1480	3078	2131	2836	348	232	143	409	241	194
Zm00001d014138	3458	2032	2989	4178	4577	4302	80	97	83	130	104	128
Zm00001d014140	232	255	246	208	255	245	24	43	29	20	40	45
Zm00001d014141	1630	839	2360	806	2238	1526	111	134	73	94	104	99
Zm00001d014168	628	870	539	192	483	370	24	12	7	17	18	2
Zm00001d014175	2213	1556	1658	1124	1069	1032	14	28	42	14	10	21
Zm00001d014178	775	340	628	3465	4079	4318	57	34	70	496	390	490
Zm00001d014179	943	388	432	233	408	304	33	45	38	35	44	86
Zm00001d014181	276	310	355	305	279	308	42	30	24	37	24	23
Zm00001d014183	4041	4263	4814	3720	4384	4182	178	193	160	258	300	219
Zm00001d014186	999	610	1033	981	1170	973	44	26	27	54	37	42
Zm00001d014191	359	279	352	622	628	640	36	56	31	25	97	110
Zm00001d014192	1368	999	1262	716	916	800	90	97	106	100	133	128
Zm00001d014194	500	250	288	388	371	335	49	36	29	120	48	105
Zm00001d014196	478	240	318	339	383	359	7	7	1	5	9	11
Zm00001d014200	73	91	69	98	115	123	2	3	3	11	19	14
Zm00001d014204	305	236	341	105	140	130	7	9	18	2	2	12
Zm00001d014224	262	162	218	179	355	280	27	23	17	20	20	19
Zm00001d014232	2969	1814	2468	1953	2427	2363	46	47	64	83	81	102
Zm00001d014243	155	271	297	249	398	461	11	8	4	17	10	7
Zm00001d014246	1057	664	688	549	654	615	19	27	17	8	11	10
Zm00001d014258	10121	8589	8118	4563	6061	5270	519	418	387	415	436	565
Zm00001d014261	771	478	784	208	243	244	18	4	20	21	4	18
Zm00001d014304	308	267	346	184	314	250	6	5	7	7	4	5
Zm00001d014367	1919	1436	1692	1393	1561	1509	27	30	16	7	4	18
Zm00001d014377	6880	7144	8868	2949	3086	3011	37	23	10	27	37	2
Zm00001d014378	1117	783	905	819	1008	956	71	68	56	50	53	41
Zm00001d014391	938	750	754	503	571	503	12	15	11	7	12	9
Zm00001d014401	9	0	4	275	363	300	17	19	15	16	22	26
Zm00001d014417	5162	4800	4617	5328	6639	5597	114	119	86	186	188	206
Zm00001d014418	2287	3255	2701	3183	2350	2324	12	10	58	5	6	18
Zm00001d014435	3534	4416	3645	3116	2917	2805	40	26	29	27	23	15
Zm00001d014442	3775	3936	3755	3160	3216	3382	67	68	51	80	64	91
Zm00001d014444	5	6	5	21	23	22	7	8	6	4	4	4
Zm00001d014445	605	472	602	362	392	405	7	8	6	4	4	4
Zm00001d014446	491	308	492	217	248	227	15	15	20	11	10	9
Zm00001d014449	1552	1325	1380	1050	1258	1158	222	201	167	213	204	241
Zm00001d014456	645	596	645	135	157	169	36	16	9	17	9	11
Zm00001d014458	1040	667	1118	421	819	656	121	112	89	118	107	89
Zm00001d014488	638	213	172	147	130	158	4	5	5	7	7	13
Zm00001d014489	948	1376	1656	1499	1277	1089	73	137	96	45	76	53
Zm00001d014493	1548	1889	1477	1424	378	843	199	113	92	90	80	59
Zm00001d014507	4199	2902	4476	4293	4312	5879	58	55	61	9	12	8
Zm00001d014525	4984	7534	5444	12163	5464	6962	1292	1013	758	175	134	160
Zm00001d014669	6666	4693	4104	9455	3033	3570	15	6	9	9	6	12
Zm00001d014685	1512	784	1210	1346	1628	1351	6	8	4	9	9	4
Zm00001d014689	1832	1076	1604	1706	1859	1906	98	118	121	67	75	101
Zm00001d014690	6869	7868	6221	6038	5686	5434	392	457	451	181	201	204
Zm00001d014692	1883	2137	2320	1749	2067	1893	58	52	47	26	29	25
Zm00001d014696	1207	1148	1154	506	650	567	123	125	123	55	47	66
Zm00001d014698	1270	1408	1897	1575	1927	1741	48	57	27	23	21	11
Zm00001d014705	690	541	682	446	589	546	29	44	44	37	37	40
Zm00001d014715	4668	3902	3969	2892	3004	3311	294	333	176	267	243	288
Zm00001d014722	1720	2818	2041	4528	2275	2949	120	79	66	140	76	57
Zm00001d014726	4407	3671	4757	14009	8357	13026	559	274	407	869	588	709
Zm00001d014727	353	184	293	193	310	206	28	38	48	27	21	26
Zm00001d014728	237	90	144	190	259	184	7	23	17	16	26	33
Zm00001d014729	1084	836	938	1058	1222	1114	132	167	89	143	128	192
Zm00001d014732	6448	8455	8491	6600	8727	7384	565	605	417	322	334	296
Zm00001d014735	1066	987	996	623	674	649	22	27	24	19	19	30
Zm00001d014737	247	69	108	383	435	378	25	30	23	96	153	106
Zm00001d014742	4542	4168	3773	4015	3996	4045	343	325	238	225	215	261
Zm00001d014749	2425	2004	1541	941	1752	1126	123	183	150	131	153	301
Zm00001d014752	387	394	500	550	759	596	87	91	43	62	61	60
Zm00001d014753	2928	3139	2604	3399	3265	3254	323	262	305	287	297	320
Zm00001d014757	2870	2910	2701	625	643	638	220	113	142	94	31	65
Zm00001d014759	1892	1693	1240	1036	965	849	88	99	75	47	77	120
Zm00001d014763	301	272	298	373	500	423	16	26	9	23	19	10
Zm00001d014764	1106	685	1021	354	464	466	6	8	4	2	4	4
Zm00001d014765	121	130	155	607	915	785	38	34	9	39	45	8
Zm00001d014766	1162	620	509	804	911	759	26	33	34	42	34	51
Zm00001d014769	906	871	1024	373	310	314	24	4	1	3	42	14
Zm00001d014770	708	522	610	341	469	436	16	26	16	15	11	16
Zm00001d014771	2162	1729	2074	1803	1861	1761	131	132	132	103	92	88
Zm00001d014772	5297	5147	5186	5920	6719	6012	655	672	415	599	497	589
Zm00001d014773	1614	1321	1624	1630	1745	1980	86	76	59	40	24	38
Zm00001d014775	1710	1023	1558	1176	1529	1446	230	222	151	205	240	257
Zm00001d014779	538	463	565	503	748	595	173	172	151	326	271	312
Zm00001d014780	709	797	910	1833	1541	1416	253	192	90	270	201	125
Zm00001d014783	1455	1491	1428	1249	1368	1242	41	44	31	37	28	21
Zm00001d014785	5410	4351	3506	3663	3602	3632	87	91	67	164	121	208
Zm00001d014787	1422	840	1011	1046	1138	1055	6	11	7	6	9	11
Zm00001d014789	261	250	351	453	532	533	29	13	4	16	5	5
Zm00001d014792	13155	12933	15376	5741	10936	8372	1138	1593	595	712	946	492
Zm00001d014796	3427	6335	4760	3684	3542	3318	845	793	436	581	493	303
Zm00001d014797	1489	1763	1801	1932	1745	1769	277	311	271	209	172	180
Zm00001d014804	333	393	467	3319	604	3058	203	1	24	309	7	51
Zm00001d014808	1602	1468	1577	1372	1527	1635	229	242	251	133	144	119
Zm00001d014809	1487	1310	1550	1198	1472	1402	24	26	21	22	22	31
Zm00001d014811	755	622	725	516	595	475	19	30	28	16	18	19
Zm00001d014880	807	380	626	627	889	567	40	35	35	15	7	16
Zm00001d014900	2141	1109	1579	1317	1490	1465	15	16	14	6	8	10
Zm00001d015058	1608	1238	1197	1276	1474	1312	81	93	75	156	200	246
Zm00001d015061	1552	1667	1676	1467	1317	1425	71	70	50	37	35	32
Zm00001d015064	363	317	391	163	594	336	20	22	8	46	18	25
Zm00001d015065	5373	3564	4282	4657	4740	4618	658	670	624	791	750	1139
Zm00001d015082	2323	1467	2359	1385	1822	1698	20	17	21	22	22	22
Zm00001d015084	729	450	714	172	287	278	72	73	55	28	41	48
Zm00001d015088	8570	5017	5183	4476	4835	4974	54	49	48	81	55	134
Zm00001d015091	4966	3292	3838	3825	2003	1731	1219	507	403	783	306	421
Zm00001d015092	1705	2314	2489	1819	1568	1648	148	156	161	64	76	71
Zm00001d015095	1058	619	1551	813	1167	1187	558	268	502	341	209	295
Zm00001d015134	7084	6530	7171	6197	6809	6707	625	659	464	396	429	490
Zm00001d015135	693	559	689	597	762	640	57	50	58	44	40	62
Zm00001d015138	9445	7106	13417	16336	15718	19170	37	48	39	70	49	58
Zm00001d015139	132	31	21	13	21	9	4	5	5	5	5	4
Zm00001d015148	1153	800	941	933	925	907	172	182	166	232	154	204
Zm00001d015151	2138	1131	1431	1080	1214	1040	292	316	242	250	272	443
Zm00001d015153	733	289	561	840	1006	790	74	64	65	82	61	44
Zm00001d015156	1313	706	1112	1229	1192	1309	104	64	62	80	62	79
Zm00001d015163	197	216	186	138	205	188	15	6	9	10	9	8
Zm00001d015168	5157	3482	4363	2305	3093	2614	64	62	48	18	17	25
Zm00001d015174	2525	2239	2323	1780	1784	2049	209	216	165	138	125	158
Zm00001d015180	5388	4431	4104	4043	4356	4246	703	645	545	432	341	505
Zm00001d015181	575	399	514	481	463	482	123	68	76	66	40	58
Zm00001d015182	147	268	154	235	158	205	21	65	5	10	21	7
Zm00001d015186	6331	7811	7557	14581	8051	12073	1550	1120	1069	1708	1185	1190
Zm00001d015194	1610	1042	1308	1845	1814	1865	234	245	194	204	166	196
Zm00001d015195	2057	1310	1342	2040	1975	2015	209	210	153	127	148	250
Zm00001d015196	2693	1221	1708	1466	1802	1495	140	120	114	167	144	220
Zm00001d015200	447	338	350	273	311	256	55	29	48	33	23	62
Zm00001d015201	839	810	937	1023	578	1038	153	49	73	143	30	56
Zm00001d015203	3067	2373	3106	2029	2688	2534	15	12	16	10	2	18
Zm00001d015204	833	327	423	261	450	412	11	11	4	4	2	5
Zm00001d015205	662	551	537	781	354	523	52	28	32	48	23	20
Zm00001d015208	3853	2393	2630	1892	2377	1979	338	332	262	206	174	319
Zm00001d015209	2546	2051	2749	2992	2488	2649	58	61	51	46	61	52
Zm00001d015211	1017	1888	1308	1267	1228	1176	33	18	11	32	10	17
Zm00001d015212	4196	2262	4177	3606	4126	3465	120	110	101	106	106	101
Zm00001d015213	7308	6298	7881	10122	8502	11056	569	415	624	245	188	273
Zm00001d015228	1434	786	859	901	1071	907	258	114	130	169	96	160
Zm00001d015229	998	399	608	571	616	641	31	31	25	17	20	19
Zm00001d015231	1498	738	1065	1466	1652	1532	120	96	69	62	50	73
Zm00001d015233	908	1323	2112	1980	1177	1506	107	73	40	42	38	22
Zm00001d015234	2773	2102	2706	1397	1567	1576	361	296	265	144	106	144
Zm00001d015249	1447	1447	1732	1729	1516	1617	31	38	20	26	25	19
Zm00001d015251	6041	4467	4343	3935	4239	3780	210	241	174	176	178	264
Zm00001d015259	7184	3909	4531	4384	4812	4938	88	73	66	62	56	67
Zm00001d015260	2241	1614	2270	2151	2492	2209	25	69	50	30	57	45
Zm00001d015265	1999	1659	2200	2503	1869	2167	87	74	50	77	55	59
Zm00001d015269	3210	2380	2942	2559	2694	2769	264	212	247	226	202	207
Zm00001d015272	5805	4915	6500	4707	4904	5159	365	309	270	231	198	172
Zm00001d015274	1911	1474	1799	1102	1245	1275	92	71	58	35	38	46
Zm00001d015279	3956	2640	2682	2544	2651	2761	1001	978	893	398	329	407
Zm00001d015290	2080	1718	1293	1647	1363	1473	192	214	132	36	34	27
Zm00001d015293	3851	3245	2578	2309	1616	2052	135	122	131	66	50	114
Zm00001d015297	378	347	486	369	564	468	12	4	8	5	4	9
Zm00001d015301	2487	1837	2115	2373	3043	2271	111	191	105	89	84	89
Zm00001d015308	1085	1043	907	816	991	954	136	155	103	116	119	122
Zm00001d015309	771	396	683	716	871	773	105	63	103	60	55	68
Zm00001d015313	961	634	790	593	762	614	55	101	66	56	54	78
Zm00001d015314	1971	907	1332	1354	1266	1345	38	57	78	40	35	84
Zm00001d015319	759	532	534	483	559	491	11	33	33	6	19	36
Zm00001d015325	823	755	774	1094	743	1113	98	79	88	80	79	87
Zm00001d015327	43061	43236	40203	41585	33510	32776	1360	1323	1340	462	603	679
Zm00001d015328	4920	3412	4801	2647	1644	1800	452	312	486	331	210	329
Zm00001d015329	1249	654	886	878	1094	909	87	67	102	33	43	64
Zm00001d015342	1090	601	880	164	122	124	57	66	142	18	10	25
Zm00001d015344	1109	1152	912	413	581	441	108	94	105	51	73	94
Zm00001d015348	3688	3612	4073	1293	2038	2319	197	167	127	51	54	64
Zm00001d015354	91	30	123	52	101	122	15	27	16	31	24	20
Zm00001d015356	1996	2249	2140	1906	1886	1842	217	173	132	143	105	141
Zm00001d015361	496	100	413	900	471	1072	7	3	9	15	5	19
Zm00001d015375	2518	1789	1576	1582	1771	1461	170	176	100	130	123	173
Zm00001d015376	46489	25504	23257	14611	21011	17807	7224	6429	5436	5246	4733	11358
Zm00001d015378	4894	5078	5359	3777	4536	4091	1010	1237	1204	508	475	516
Zm00001d015379	1114	802	984	715	913	806	93	132	96	114	126	117
Zm00001d015399	3675	3010	3139	1841	1818	1791	162	136	115	87	68	96
Zm00001d015400	192	107	159	146	166	172	8	13	4	2	9	7
Zm00001d015401	901	1016	990	1153	760	826	62	37	30	42	34	33
Zm00001d015404	177	74	111	123	142	140	3	14	13	5	7	11
Zm00001d015406	627	359	424	665	801	676	81	114	89	184	162	295
Zm00001d015415	1017	776	884	660	823	778	124	144	110	97	62	112
Zm00001d015420	147	98	156	97	169	137	14	16	10	27	43	33
Zm00001d015421	3121	2439	2505	2624	2117	2383	126	74	73	87	52	99
Zm00001d015460	3047	2691	2912	1632	2042	1770	236	226	289	58	67	107
Zm00001d015464	2194	1973	2557	1885	2192	2296	354	307	300	264	224	278
Zm00001d015469	463	285	502	605	645	621	42	42	26	54	44	43
Zm00001d015473	4294	3686	3572	3143	3502	2920	413	393	318	382	326	505
Zm00001d015474	2350	1991	2385	362	510	467	253	197	165	42	42	56
Zm00001d015477	1615	2733	2314	2677	2283	2208	107	44	26	54	20	29
Zm00001d015493	890	816	789	592	784	662	4	10	10	4	4	4
Zm00001d015499	775	450	532	531	568	520	18	23	16	7	6	14
Zm00001d015515	3151	4261	3777	12441	1617	8512	718	61	71	350	21	19
Zm00001d015520	1774	984	1122	1680	1790	1711	122	112	83	119	110	150
Zm00001d015521	947	1101	1429	538	633	511	135	128	116	41	33	29
Zm00001d015526	1269	1359	1330	844	1225	1075	182	223	148	98	95	107
Zm00001d015549	699	661	719	632	806	679	54	60	54	14	13	8
Zm00001d015559	749	442	488	1296	1537	1505	195	83	110	308	168	194
Zm00001d015568	2516	1974	2105	1399	1885	1588	117	97	98	84	65	94
Zm00001d015569	14243	5838	5458	2680	3127	2853	15	39	25	15	16	41
Zm00001d015571	2493	1999	2109	1259	1675	1545	125	150	163	29	16	24
Zm00001d015586	737	414	381	286	427	288	10	23	21	15	27	46
Zm00001d015618	4516	9306	6480	15115	11665	12776	232	208	113	219	209	109
Zm00001d015623	937	1472	987	1022	233	333	149	110	28	71	39	10
Zm00001d015635	665	503	628	478	545	421	14	12	9	4	6	5
Zm00001d015637	811	402	534	332	320	377	9	13	31	20	9	12
Zm00001d015649	873	667	854	2203	2374	2292	32	27	30	65	46	46
Zm00001d015651	296	297	329	395	589	466	14	42	20	2	17	10
Zm00001d015656	714	515	636	878	693	818	19	10	11	15	5	16
Zm00001d015657	366	373	547	219	326	267	18	19	23	9	17	14
Zm00001d015702	137	86	247	285	647	507	19	13	11	21	14	13
Zm00001d015703	557	337	373	302	368	378	23	18	5	10	4	9
Zm00001d015729	4502	2736	3050	3328	3451	3312	306	270	324	200	181	311
Zm00001d015746	37733	5049	4524	652	3499	890	515	52	580	478	165	2432
Zm00001d015778	3850	2229	4099	5317	2214	4652	74	43	75	31	20	27
Zm00001d015804	1612	1675	1549	974	1396	1049	51	48	49	49	40	42
Zm00001d015842	2921	3441	2340	1977	1913	1815	89	76	76	105	113	131
Zm00001d015884	320	785	680	143	574	318	15	7	6	3	2	2
Zm00001d015886	4297	3848	3702	3575	4086	3998	185	240	124	131	138	123
Zm00001d015905	1489	1051	1844	2489	2746	3022	23	9	11	5	10	5
Zm00001d015921	2507	2353	3792	1383	1728	1750	92	89	112	28	16	23
Zm00001d015962	1903	1653	1947	1389	1681	1610	26	24	20	21	17	29
Zm00001d015970	594	456	495	379	477	364	44	62	49	51	66	77
Zm00001d015971	1247	709	1029	567	773	601	47	46	48	52	42	52
Zm00001d015973	975	608	753	567	722	604	31	37	18	19	24	37
Zm00001d015974	609	426	584	470	564	491	47	60	57	35	53	49
Zm00001d015986	673	313	793	711	814	752	11	64	33	10	26	12
Zm00001d015988	536	304	403	313	367	325	9	7	15	3	6	16
Zm00001d016002	1004	653	787	735	1012	881	17	9	11	20	12	10
Zm00001d016029	752	477	504	358	513	388	57	50	38	53	31	65
Zm00001d016034	5430	3260	4538	3952	4027	3628	496	496	541	569	524	719
Zm00001d016041	3029	2495	3305	1608	2024	1954	71	58	56	28	29	38
Zm00001d016044	1362	1054	1285	1190	1278	1295	34	20	22	23	16	34
Zm00001d016049	1244	1180	1336	644	1042	881	182	173	133	151	151	123
Zm00001d016059	744	469	463	515	483	511	30	27	45	22	26	37
Zm00001d016060	1161	991	1270	886	1255	1120	148	157	93	85	94	70
Zm00001d016130	2762	4178	2642	5256	2499	3214	73	36	32	56	23	29
Zm00001d016144	566	338	483	234	251	254	34	39	41	51	48	59
Zm00001d016149	5026	4604	6042	4698	7488	6407	1394	1319	888	1140	1056	856
Zm00001d016154	105	111	221	464	813	851	36	25	38	71	49	64
Zm00001d016164	406	434	439	1884	1916	2070	8	6	5	18	8	27
Zm00001d016165	1676	935	1416	1051	1137	1214	12	11	8	4	3	12
Zm00001d016166	12735	8326	8607	7418	9319	8375	54	61	75	11	9	9
Zm00001d016170	657	564	596	370	526	404	95	89	42	68	67	70
Zm00001d016185	281	899	1305	772	1014	1275	67	51	62	15	18	12
Zm00001d016228	2067	1254	1346	1005	1370	1189	50	87	69	44	34	61
Zm00001d016234	460	276	417	308	378	368	48	42	20	42	49	23
Zm00001d016237	1792	1151	1646	878	1799	1282	170	192	144	144	139	97
Zm00001d016242	1480	2297	2666	4580	4524	4676	114	134	57	65	97	61
Zm00001d016248	15906	18874	18724	16422	15327	16604	387	387	266	304	320	269
Zm00001d016256	237	173	162	159	414	268	34	30	40	125	147	163
Zm00001d016273	353	140	301	320	261	238	10	7	3	8	3	5
Zm00001d016274	35071	32514	54967	7240	13429	12352	3414	2801	2898	785	669	739
Zm00001d016276	5598	4147	3182	1795	2099	1627	525	700	1144	183	173	246
Zm00001d016278	607	560	543	718	677	750	46	33	41	91	78	52
Zm00001d016286	710	284	612	977	1078	976	71	54	162	126	96	249
Zm00001d016305	974	592	599	707	809	741	38	26	110	30	17	49
Zm00001d016308	725	590	583	209	291	227	10	47	20	3	13	10
Zm00001d016322	29	11	17	479	448	426	45	42	31	72	61	57
Zm00001d016326	4789	3095	3508	3142	3304	3136	52	50	80	48	48	47
Zm00001d016342	752	673	1156	806	2567	1249	60	85	47	111	136	92
Zm00001d016349	2776	2423	2294	1466	1734	1517	572	516	623	403	309	318
Zm00001d016358	9477	6993	6739	4494	4411	4078	1756	1959	2708	1141	1291	1187
Zm00001d016363	951	755	998	1555	1486	1512	178	156	98	140	130	98
Zm00001d016364	3116	1319	2276	4445	2414	3987	163	95	128	129	51	43
Zm00001d016365	5060	4869	4131	2678	2880	2720	445	641	590	273	348	325
Zm00001d016371	471	422	442	503	513	528	26	26	50	18	53	45
Zm00001d016373	12986	9426	10659	6517	7832	7058	1317	1367	1163	915	884	1029
Zm00001d016374	451	210	300	387	421	399	14	16	20	14	17	11
Zm00001d016378	1306	1243	1399	1394	1483	1534	65	80	64	89	65	63
Zm00001d016379	463	608	651	948	808	802	24	23	14	7	5	3
Zm00001d016382	2316	1589	1795	1289	1095	1145	120	140	207	87	75	101
Zm00001d016402	10003	9623	11782	9507	11901	11032	223	263	199	28	50	29
Zm00001d016411	2886	1645	2009	613	1079	853	198	158	312	91	84	105
Zm00001d016438	908	346	1131	1768	565	1818	147	57	99	96	35	46
Zm00001d016441	1037	757	187	93	285	132	10	6	14	7	2	9
Zm00001d016442	1301	1564	1106	1367	1331	1359	10	15	12	11	11	10
Zm00001d016452	5955	4094	6144	3984	4411	4404	670	629	666	561	553	535
Zm00001d016456	550	304	614	376	417	474	32	26	33	10	20	19
Zm00001d016458	2070	1851	2089	1346	1575	1411	102	110	108	45	39	46
Zm00001d016463	6580	4364	5466	4421	5111	4919	830	885	1131	635	561	616
Zm00001d016465	737	603	693	414	416	429	78	91	108	55	51	49
Zm00001d016472	352	300	392	167	207	199	25	7	11	5	4	2
Zm00001d016474	645	760	422	808	420	368	32	34	61	32	27	31
Zm00001d016477	1591	1740	1561	1942	1634	1855	69	41	90	55	47	44
Zm00001d016483	731	513	466	426	432	528	86	29	36	90	26	25
Zm00001d016486	1496	893	1218	1393	1690	1681	113	146	227	197	169	265
Zm00001d016490	601	606	578	540	698	587	86	103	81	131	123	161
Zm00001d016491	2372	2305	2270	2201	2308	2060	615	730	577	738	801	570
Zm00001d016496	2367	1619	1501	1512	1562	1565	61	63	90	92	78	79
Zm00001d016516	3355	2683	2879	2276	2055	2302	26	18	21	6	4	7
Zm00001d016531	2661	2808	3201	2578	3460	3313	38	15	26	18	6	16
Zm00001d016557	213	94	208	361	392	495	21	23	35	35	17	34
Zm00001d016559	4888	4330	4532	3503	4457	4067	610	748	623	689	699	480
Zm00001d016561	385	731	393	583	306	364	120	89	83	94	83	54
Zm00001d016566	1319	948	1119	1343	1557	1417	239	241	266	381	386	293
Zm00001d016567	1096	503	383	596	485	429	110	28	192	98	18	92
Zm00001d016568	1786	700	806	525	820	681	106	108	187	100	105	185
Zm00001d016572	9826	4391	4727	3655	4665	3678	541	404	767	530	394	587
Zm00001d016577	936	427	650	194	271	245	137	95	206	45	44	85
Zm00001d016587	771	553	626	543	703	637	28	46	51	37	37	38
Zm00001d016588	5368	1427	795	114	365	100	284	19	610	244	61	275
Zm00001d016590	12933	11276	10837	7341	7326	7341	640	524	433	203	142	145
Zm00001d016591	1180	846	1013	1209	734	1051	123	56	75	98	65	59
Zm00001d016606	6865	7508	7826	6229	5332	6032	493	595	478	154	166	185
Zm00001d016640	11124	6285	6977	13945	16647	16234	94	83	93	198	216	183
Zm00001d016696	879	798	977	1116	3330	2138	379	438	193	963	829	475
Zm00001d016697	1453	3528	2753	2292	2048	2215	199	320	94	130	122	85
Zm00001d016702	810	578	836	656	888	811	90	42	60	50	41	37
Zm00001d016704	3236	3634	3253	1761	1615	1657	199	137	167	63	40	55
Zm00001d016708	1279	4433	2978	2090	2005	2442	301	208	101	120	89	49
Zm00001d016714	498	387	474	856	960	1018	19	28	26	23	41	44
Zm00001d016716	657	488	714	374	442	415	200	161	120	172	212	128
Zm00001d016719	446	142	485	2659	799	2332	74	58	87	143	69	115
Zm00001d016720	7552	8152	6540	13385	9054	9732	817	1254	674	1905	3483	1235
Zm00001d016722	2726	2178	2803	2525	3411	2742	384	405	418	612	666	616
Zm00001d016723	3361	1251	954	1241	1811	1095	269	172	543	161	117	210
Zm00001d016731	2332	2016	2545	2784	1572	2305	170	96	134	123	88	88
Zm00001d016732	897	843	956	862	715	802	68	70	64	76	80	66
Zm00001d016733	966	616	808	3712	3568	3843	180	209	164	520	605	408
Zm00001d016736	1763	1268	1355	1042	1300	1246	139	184	199	159	167	156
Zm00001d016741	1400	294	215	108	205	151	62	19	156	61	32	121
Zm00001d016744	330	191	284	168	248	207	32	38	33	12	11	20
Zm00001d016755	733	385	310	318	313	346	29	16	28	26	13	25
Zm00001d016765	994	648	1208	818	1191	1479	199	182	347	224	144	312
Zm00001d016766	313	285	243	354	378	295	9	13	14	24	8	8
Zm00001d016767	505	485	405	309	376	393	106	59	55	92	82	67
Zm00001d016768	2772	4671	3185	3255	2896	2966	611	622	401	514	517	282
Zm00001d016770	1797	1100	1208	1167	1393	1268	171	159	243	173	171	241
Zm00001d016771	40	11	13	36	22	27	7	8	13	10	6	12
Zm00001d016783	4707	4591	4590	4702	3090	3979	152	110	175	124	99	122
Zm00001d016792	528	484	525	523	608	536	42	34	20	24	24	17
Zm00001d016793	668	647	723	621	555	627	116	55	101	46	37	58
Zm00001d016797	4752	4353	5705	2800	4800	3619	48	40	38	36	43	27
Zm00001d016800	887	875	1315	1284	1514	1406	280	217	255	393	273	267
Zm00001d016801	403	217	256	198	309	262	17	15	38	17	20	36
Zm00001d016802	220	175	265	253	249	288	10	8	6	6	4	4
Zm00001d016803	1454	912	1094	791	1032	974	114	105	118	41	44	62
Zm00001d016811	2518	501	368	466	289	245	33	6	62	34	8	32
Zm00001d016822	1847	1489	2065	771	826	877	98	84	110	40	41	56
Zm00001d016824	857	506	615	622	900	697	37	46	49	58	71	52
Zm00001d016825	1484	1092	1573	1773	1857	1830	168	184	145	183	205	215
Zm00001d016826	201	121	290	135	118	129	25	9	9	12	11	12
Zm00001d016827	1072	704	986	1038	1085	965	48	20	26	44	22	28
Zm00001d016828	981	603	763	637	676	709	12	11	9	12	6	13
Zm00001d016835	2618	1957	2593	2154	2394	2409	306	301	312	201	219	201
Zm00001d016836	1294	853	1166	1018	1157	1058	187	129	155	134	100	115
Zm00001d016845	891	1176	917	726	716	694	157	155	117	78	72	41
Zm00001d016854	612	395	741	884	919	922	68	114	51	51	74	43
Zm00001d016855	4480	4331	4095	2913	2652	2639	629	527	564	392	378	379
Zm00001d016856	1423	1240	1287	1110	1614	1456	77	94	90	75	79	93
Zm00001d016858	1802	1642	1692	1276	1258	1318	206	209	237	174	178	159
Zm00001d016860	1564	1658	1807	1544	1766	1581	359	266	259	196	188	177
Zm00001d016861	2324	1496	1849	1393	1854	1574	90	87	94	64	77	74
Zm00001d016866	978	1013	1007	1184	1068	1094	5	10	20	8	9	6
Zm00001d016873	975	348	761	828	528	780	86	13	42	23	4	25
Zm00001d016877	726	571	772	67	97	58	64	40	98	15	13	23
Zm00001d016879	79	147	132	1860	1384	1510	2	7	4	27	21	31
Zm00001d016891	2490	3668	2534	2112	2553	2591	330	340	305	52	41	42
Zm00001d016894	1356	910	1092	1463	1005	1388	194	98	96	77	52	39
Zm00001d016895	5210	4361	3751	926	1221	1218	163	33	144	14	5	15
Zm00001d016897	1473	1565	1243	1260	1184	1216	51	52	59	24	18	25
Zm00001d016902	1205	2235	1372	2790	1272	2324	80	86	57	82	74	59
Zm00001d016915	2093	1300	2009	1322	2574	2169	148	103	115	90	74	83
Zm00001d016916	760	666	836	386	647	532	19	18	7	16	7	3
Zm00001d016918	675	596	676	537	582	611	51	53	50	19	30	32
Zm00001d016934	1108	129	122	109	124	122	14	4	29	6	4	11
Zm00001d016935	4377	3018	3410	1651	1830	1728	356	442	540	139	238	203
Zm00001d016941	635	352	695	374	571	539	30	26	49	22	37	25
Zm00001d016949	1756	1461	1601	3666	3859	3604	320	255	229	330	285	235
Zm00001d016950	274	204	366	823	428	783	92	22	41	63	22	37
Zm00001d016956	385	223	328	159	253	183	25	24	44	42	21	51
Zm00001d016972	766	490	893	1394	901	1396	148	74	106	156	75	90
