gid	prop.p	prop.h	reg
Zm00001d015377	0.2436335993918662	0.5402597402597403	cis+trans
Zm00001d015405	0.14522821576763484	0.37142857142857144	cis+trans
Zm00001d015468	0.28533384059349437	0.7335504885993486	cis+trans
Zm00001d015520	0.5620359794403198	0.50974930362117	trans
Zm00001d015618	0.37375235179693234	0.4427083333333333	cis+trans
Zm00001d015703	0.5863141524105754	0.7241379310344828	cis+trans
Zm00001d015758	0.48242811501597443	0.7662337662337663	unexpected
Zm00001d015925	0.32357283464566927	0.7837837837837838	cis+trans
Zm00001d015988	0.6102337334175616	0.6052631578947368	cis
Zm00001d016041	0.5282402052004225	0.49126637554585145	trans
Zm00001d016130	0.5252318116975748	0.59375	cis+trans
Zm00001d016228	0.595050618672666	0.6302521008403362	cis
Zm00001d016278	0.5666666666666667	0.5319148936170213	trans
Zm00001d016358	0.531429067546449	0.5373965387509405	cis
Zm00001d016379	0.7648824412206103	0.7037037037037037	cis
Zm00001d016456	0.5584567420109119	0.6446540880503144	cis+trans
Zm00001d016490	0.4532947139753802	0.4405940594059406	cis
Zm00001d016567	0.45758661887694146	0.3783783783783784	cis+trans
Zm00001d016591	0.5948660714285714	0.5825688073394495	cis
Zm00001d016707	0.43207712532865905	0.5245901639344263	trans
Zm00001d016732	0.6700645599728169	0.4958677685950414	trans
Zm00001d016771	0.1905697445972495	0.39080459770114945	cis+trans
Zm00001d016802	0.3682024915958078	0.6034285714285714	cis+trans
Zm00001d016828	0.4927870744373918	0.2857142857142857	unexpected
Zm00001d016860	0.5119354284732955	0.6073850791258477	cis+trans
Zm00001d016897	0.44664081070937073	0.5787234042553191	cis+trans
Zm00001d016941	0.4961166371440251	0.6403785488958991	unexpected
Zm00001d016982	0.14997024163790024	0.34376616658044495	cis+trans
Zm00001d017032	0.6531009068369391	0.5800270066325113	cis+trans
Zm00001d017087	0.9207920792079208	0.631578947368421	cis+trans
Zm00001d017113	0.5793409268759238	0.44148936170212766	cis+trans
Zm00001d017126	0.5331189009431391	0.5268389662027833	cis
Zm00001d017169	0.6385091565643539	0.6036036036036035	cis+trans
Zm00001d017203	0.34677996422182467	0.3967310549777117	cis+trans
Zm00001d017279	0.8182683158896289	0.5250173731758165	cis+trans
Zm00001d017345	0.5230652886312075	0.5325301204819277	cis
Zm00001d017384	0.544991789819376	0.416	cis+trans
Zm00001d017418	0.5715156130997715	0.5642105263157895	cis
Zm00001d017458	0.7598736176935229	0.6009174311926606	cis+trans
Zm00001d017495	0.43116874546294465	0.6123963334788302	cis+trans
Zm00001d017529	0.6761520102808886	0.7363834422657952	cis+trans
Zm00001d017558	0.5132877752467729	0.53125	conserved
Zm00001d017618	0.3381891528462572	0.5109170305676856	trans
Zm00001d017700	0.5524402907580478	0.45999999999999996	trans
Zm00001d017729	0.47556204379562045	0.7023289665211062	cis+trans
Zm00001d017801	0.4317548746518106	0.5280528052805281	trans
Zm00001d017818	0.5309858518284138	0.7395498392282959	cis+trans
Zm00001d017840	0.40396257567418825	0.6016653756777691	cis+trans
Zm00001d017861	0.7233468286099864	0.7766990291262136	cis
Zm00001d017886	0.7836021505376345	0.6222222222222222	cis+trans
Zm00001d017905	0.4917891097666378	0.5344262295081967	unexpected
Zm00001d017939	0.36292428198433424	0.4888888888888889	trans
Zm00001d017958	0.5617881722394786	0.6024691358024692	cis+trans
Zm00001d017979	0.5138689771239794	0.49000000000000005	trans
Zm00001d018005	0.6152671755725191	0.7334035827186512	cis+trans
Zm00001d018057	0.30314171122994654	0.49193548387096775	trans
Zm00001d018080	0.4647169602304198	0.3607594936708861	cis+trans
Zm00001d018103	0.6955789056304521	0.5831932773109244	cis+trans
Zm00001d018145	0.5928083342668309	0.6984858459512837	cis+trans
Zm00001d018180	0.6233377036898295	0.6456876456876457	cis
Zm00001d018257	0.9723461195361285	0.7058823529411764	cis+trans
Zm00001d018295	0.537826378040616	0.34375	cis+trans
Zm00001d018328	0.5708183837348368	0.4882154882154882	trans
Zm00001d018342	0.6282448354034292	0.6823104693140795	cis+trans
Zm00001d018364	0.2536945812807882	0.3237704918032787	cis+trans
Zm00001d018382	0.5340958322502383	0.5197368421052632	cis
Zm00001d018401	0.4341252699784018	0.4566929133858268	cis
Zm00001d018415	0.41170452220175974	0.4367405289492494	cis+trans
Zm00001d018443	0.5427888334153715	0.4817708333333333	cis+trans
Zm00001d018467	0.4444444444444444	0.5081967213114754	trans
Zm00001d018482	0.5351988217967599	0.6617647058823529	cis+trans
Zm00001d018506	0.5208278057840275	0.6770186335403726	cis+trans
Zm00001d018524	0.4826766304347826	0.6923076923076923	cis+trans
Zm00001d018554	0.9513513513513514	0.5406976744186047	trans
Zm00001d018574	0.875	0.5375	trans
Zm00001d018625	0.37025147137506687	0.41134751773049644	cis
Zm00001d018638	0.5958441558441558	0.7046632124352331	cis+trans
Zm00001d018664	0.48585795097423007	0.5437100213219617	cis+trans
Zm00001d018718	0.65178922532442	0.5565819861431871	cis+trans
Zm00001d018756	0.4153605015673981	0.5	trans
Zm00001d018791	0.6495069938087595	0.4195046439628483	cis+trans
Zm00001d018820	0.5741786984724837	0.5292056074766355	cis+trans
Zm00001d018838	0.21314822376480194	0.425531914893617	trans
Zm00001d018870	0.4233128834355829	0.4547803617571059	cis
Zm00001d018903	0.646411835327834	0.4763577072620092	cis+trans
Zm00001d018929	0.4919884423430523	0.578096947935368	unexpected
Zm00001d018946	0.28335056876938985	0.28846153846153844	cis
Zm00001d018973	0.7783676177836761	0.6408523908523908	cis+trans
Zm00001d019039	0.5314520052825468	0.7132352941176471	cis+trans
Zm00001d019059	0.30876912308769117	0.38595360824742264	cis+trans
Zm00001d019981	0.515295551492992	0.6488372093023256	cis+trans
Zm00001d020043	0.8127221037668799	0.7027027027027027	cis+trans
Zm00001d020100	0.40438397581254726	0.5079365079365079	trans
Zm00001d020139	0.53937408202463	0.5706806282722513	cis+trans
Zm00001d020183	0.3267882187938289	0.24806201550387597	cis+trans
Zm00001d020227	0.43208513201485793	0.5596868884540118	cis+trans
Zm00001d020280	0.11209964412811388	0.419103313840156	cis+trans
Zm00001d020315	0.39520274129069105	0.5783521809369951	cis+trans
Zm00001d020348	0.33402489626556015	0.6052631578947368	cis+trans
Zm00001d020380	0.5680036883356385	0.6260162601626017	cis
Zm00001d020426	0.4448491155046826	0.5692307692307692	cis+trans
Zm00001d020463	0.7321788637172341	0.7048192771084337	cis
Zm00001d020506	0.5513871063283641	0.5819672131147541	cis+trans
Zm00001d020537	0.4774251229324989	0.624	cis+trans
Zm00001d020571	0.42718446601941745	0.5239520958083832	trans
Zm00001d020609	0.5660017180490599	0.4757433489827856	trans
Zm00001d020636	0.34455981941309255	0.484406779661017	cis+trans
Zm00001d020669	0.45337812616648004	0.5418641390205371	cis+trans
Zm00001d020706	0.5632	0.5593008739076155	cis
Zm00001d020738	0.05718954248366013	0.18604651162790697	cis+trans
Zm00001d020776	0.5022549252314266	0.6011608623548922	unexpected
Zm00001d020827	0.405142766441509	0.746025591314463	cis+trans
Zm00001d020898	0.6005666538056216	0.5238095238095238	trans
Zm00001d020954	0.5702461396510081	0.5858867223769731	cis
Zm00001d021018	0.6806518074545795	0.5478569842327338	cis+trans
Zm00001d021050	0.5051787805097722	0.5240963855421688	cis
Zm00001d021071	0.5321637426900585	0.5373134328358209	cis
Zm00001d021122	0.6703397612488522	0.6445497630331753	cis
Zm00001d021142	0.5362547288776798	0.6810344827586207	cis+trans
Zm00001d021180	0.6258221680876979	0.7015801354401805	cis+trans
Zm00001d021199	0.5966199688681343	0.7365269461077845	cis+trans
Zm00001d021236	0.6305228748324119	0.5893255917820456	cis+trans
Zm00001d021287	0.625	0.6742857142857143	cis+trans
Zm00001d021332	0.5652131782945736	0.5204616998950682	cis+trans
Zm00001d021363	0.5135795763172188	0.6021505376344086	cis+trans
Zm00001d021384	0.5756871035940804	0.6091370558375634	cis
Zm00001d021418	0.4902691511387164	0.5227272727272727	conserved
Zm00001d021438	0.4633198632266087	0.5321100917431193	trans
Zm00001d021486	0.5330850131463628	0.7164366373902132	cis+trans
Zm00001d021520	0.5665214047680082	0.6573033707865169	cis+trans
Zm00001d021623	0.6010295613575414	0.5293166194904974	cis+trans
Zm00001d021652	0.6867792421746294	0.5107456140350878	cis+trans
Zm00001d021669	0.6207050423917894	0.4675675675675675	trans
Zm00001d021701	0.3952694751706284	0.4643545279383429	cis+trans
Zm00001d021764	0.3671155895746536	0.6705882352941177	cis+trans
Zm00001d021790	0.5287451361867704	0.8233743409490334	cis+trans
Zm00001d021821	0.5536361103371412	0.5425867507886435	cis
Zm00001d021839	0.4832011879822864	0.8042801556420234	cis+trans
Zm00001d021875	0.509466226945157	0.6319648093841642	cis+trans
Zm00001d021927	0.46457268078889696	0.347107438016529	cis+trans
Zm00001d021950	0.5197695987503661	0.6635514018691588	cis+trans
Zm00001d021962	0.45007646930303696	0.5686274509803921	trans
Zm00001d022005	0.88485271859355	0.7780195865070728	cis+trans
Zm00001d022041	0.6895973154362416	0.5641547861507128	cis+trans
Zm00001d022059	0.7054852320675106	0.6198347107438016	cis+trans
Zm00001d022102	0.8790052233569814	0.5995500562429696	cis+trans
Zm00001d022115	0.4683298683298683	0.4919678714859438	trans
Zm00001d022139	0.4851048702452897	0.6942833471416735	cis+trans
Zm00001d022166	0.3969512195121951	0.5714285714285714	trans
