gid	disp
Zm00001d009749	0
Zm00001d009759	0
Zm00001d009761	0
Zm00001d009762	0
Zm00001d009763	0
Zm00001d009771	0
Zm00001d009773	0
Zm00001d009774	0
Zm00001d009776	0
Zm00001d009779	0
Zm00001d009783	0
Zm00001d009792	0
Zm00001d009795	0
Zm00001d009797	0
Zm00001d009800	0
Zm00001d009810	0
Zm00001d009811	0
Zm00001d009813	0
Zm00001d009824	0
Zm00001d009840	0
Zm00001d009849	0
Zm00001d009858	0
Zm00001d009859	0
Zm00001d009866	0
Zm00001d009868	0
Zm00001d009870	0
Zm00001d009872	0
Zm00001d009873	0
Zm00001d009874	0
Zm00001d009890	0
Zm00001d009903	0
Zm00001d009908	0
Zm00001d009927	0
Zm00001d009930	0
Zm00001d009940	0
Zm00001d009941	0
Zm00001d009943	0
Zm00001d009948	0
Zm00001d009950	0
Zm00001d009952	0
Zm00001d009954	0
Zm00001d009960	0
Zm00001d009967	0
Zm00001d009978	0
Zm00001d009985	0
Zm00001d009987	0
Zm00001d010009	0
Zm00001d010021	0
Zm00001d010023	0
Zm00001d010026	0
Zm00001d010029	0
Zm00001d010031	0
Zm00001d010033	0
Zm00001d010039	0
Zm00001d010044	0
Zm00001d010047	0
Zm00001d010061	0
Zm00001d010066	0
Zm00001d010115	0
Zm00001d010120	0
Zm00001d010128	0
Zm00001d010137	0
Zm00001d010141	0
Zm00001d010172	0
Zm00001d010173	0
Zm00001d010174	0
Zm00001d010178	0
Zm00001d010180	0
Zm00001d010183	0
Zm00001d010189	0
Zm00001d010190	0
Zm00001d010202	0
Zm00001d010210	0
Zm00001d010211	0
Zm00001d010213	0
Zm00001d010214	0
Zm00001d010230	0
Zm00001d010233	0
Zm00001d010234	0
Zm00001d010235	0
Zm00001d010236	0
Zm00001d010244	0
Zm00001d010248	0
Zm00001d010251	0
Zm00001d010266	0
Zm00001d010269	0
Zm00001d010271	0
Zm00001d010274	0
Zm00001d010275	0
Zm00001d010290	0
Zm00001d010292	0
Zm00001d010294	0
Zm00001d010305	0
Zm00001d010308	0
Zm00001d010309	0
Zm00001d010313	0
Zm00001d010315	0
Zm00001d010321	0
Zm00001d010322	0
Zm00001d010324	0
Zm00001d010329	0
Zm00001d010340	0
Zm00001d010341	0
Zm00001d010368	0
Zm00001d010385	0
Zm00001d010399	0
Zm00001d010401	0
Zm00001d010406	0
Zm00001d010409	0
Zm00001d010410	0
Zm00001d010413	0
Zm00001d010421	0
Zm00001d010424	0
Zm00001d010425	0
Zm00001d010426	0
Zm00001d010431	0
Zm00001d010434	0
Zm00001d010443	0
Zm00001d010445	0
Zm00001d010447	0
Zm00001d010451	0
Zm00001d010452	0
Zm00001d010454	0
Zm00001d010455	0
Zm00001d010461	0
Zm00001d010462	0
Zm00001d010466	0
Zm00001d010470	0
Zm00001d010476	0
Zm00001d010478	0
Zm00001d010488	0
Zm00001d010490	0
Zm00001d010491	0
Zm00001d010492	0
Zm00001d010528	0
Zm00001d010529	0
Zm00001d010530	0
Zm00001d010534	0
Zm00001d010537	0
Zm00001d010538	0
Zm00001d010546	0
Zm00001d010566	0
Zm00001d010572	0
Zm00001d010578	0
Zm00001d010585	0
Zm00001d010589	0
Zm00001d010603	0
Zm00001d010604	0
Zm00001d010607	0
Zm00001d010611	0
Zm00001d010614	0
Zm00001d010615	0
Zm00001d010618	0
Zm00001d010625	0
Zm00001d010635	0
Zm00001d010638	0
Zm00001d010639	0
Zm00001d010640	0
Zm00001d010646	0
Zm00001d010652	0
Zm00001d010654	0
Zm00001d010670	0
Zm00001d010672	0
Zm00001d010675	0
Zm00001d010676	0
Zm00001d010678	0
Zm00001d010705	0
Zm00001d010710	0
Zm00001d010711	0
Zm00001d010713	0
Zm00001d010714	0
Zm00001d010716	0
Zm00001d010719	0
Zm00001d010720	0
Zm00001d010723	0
Zm00001d010724	0
Zm00001d010725	0
Zm00001d010727	0
Zm00001d010733	0
Zm00001d010758	0
Zm00001d010790	0
Zm00001d010792	0
Zm00001d010796	0
Zm00001d010798	0
Zm00001d010799	0
Zm00001d010803	0
Zm00001d010804	0
Zm00001d010806	0
Zm00001d010808	0
Zm00001d010811	0
Zm00001d010821	0
Zm00001d010855	0
Zm00001d010859	0
Zm00001d010862	0
Zm00001d010867	0
Zm00001d010868	0
Zm00001d010869	0
Zm00001d010872	0
Zm00001d010880	0
Zm00001d010887	0
Zm00001d010901	0
Zm00001d010902	0
Zm00001d010908	0
Zm00001d010910	0
Zm00001d010915	0
Zm00001d010919	0
Zm00001d010920	0
Zm00001d010924	0
Zm00001d010926	0
Zm00001d010927	0
Zm00001d010928	0
Zm00001d010940	0
Zm00001d010944	0
Zm00001d010945	0
Zm00001d010946	0
Zm00001d010950	0
Zm00001d010954	0
Zm00001d010956	0
Zm00001d010958	0
Zm00001d010961	0
Zm00001d010967	0
Zm00001d010970	0
Zm00001d010971	0
Zm00001d010974	0
Zm00001d010975	0
Zm00001d010976	0
Zm00001d010982	0
Zm00001d010994	0
Zm00001d010995	0
Zm00001d010997	0
Zm00001d011004	0
Zm00001d011005	0
Zm00001d011013	0
Zm00001d011034	0
Zm00001d011036	0
Zm00001d011037	0
Zm00001d011049	0
Zm00001d011055	0
Zm00001d011060	0
Zm00001d011066	0
Zm00001d011067	0
Zm00001d011068	0
Zm00001d011075	0
Zm00001d011089	0
Zm00001d011091	0
Zm00001d011092	0
Zm00001d011095	0
Zm00001d011096	0
Zm00001d011100	0
Zm00001d011102	0
Zm00001d011103	0
Zm00001d011104	0
Zm00001d011108	0
Zm00001d011111	0
Zm00001d011113	0
Zm00001d011117	0
Zm00001d011119	0
Zm00001d011121	0
Zm00001d011122	0
Zm00001d011124	0
Zm00001d011125	0
Zm00001d011130	0
Zm00001d011132	0
Zm00001d011135	0
Zm00001d011136	0
Zm00001d011138	0
Zm00001d011139	0
Zm00001d011140	0
Zm00001d011144	0
Zm00001d011155	0
Zm00001d011159	0
Zm00001d011162	0
Zm00001d011166	0
Zm00001d011167	0
Zm00001d011168	0
Zm00001d011174	0
Zm00001d011177	0
Zm00001d011178	0
Zm00001d011179	0
Zm00001d011180	0
Zm00001d011185	0
Zm00001d011192	0
Zm00001d011193	0
Zm00001d011195	0
Zm00001d011197	0
Zm00001d011202	0
Zm00001d011204	0
Zm00001d011217	0
Zm00001d011220	0
Zm00001d011222	0
Zm00001d011223	0
Zm00001d011225	0
Zm00001d011226	0
Zm00001d011227	0
Zm00001d011231	0
Zm00001d011233	0
Zm00001d011236	0
Zm00001d011242	0
Zm00001d011243	0
Zm00001d011245	0
Zm00001d011253	0
Zm00001d011258	0
Zm00001d011263	0
Zm00001d011268	0
Zm00001d011275	0
Zm00001d011278	0
Zm00001d011282	0
Zm00001d011283	0
Zm00001d011286	0
Zm00001d011288	0
Zm00001d011298	0
Zm00001d011309	0
Zm00001d011312	0
Zm00001d011314	0
Zm00001d011315	0
Zm00001d011321	0
Zm00001d011329	0
Zm00001d011330	0
Zm00001d011336	0
Zm00001d011347	0
Zm00001d011348	0
Zm00001d011351	0
Zm00001d011352	0
Zm00001d011355	0
Zm00001d011357	0
Zm00001d011365	0
Zm00001d011366	0
Zm00001d011369	0
Zm00001d011370	0
Zm00001d011379	0
Zm00001d011386	0
Zm00001d011396	0
Zm00001d011405	0
Zm00001d011411	0
Zm00001d011413	0
Zm00001d011417	0
Zm00001d011418	0
Zm00001d011426	0
Zm00001d011430	0
Zm00001d011447	0
Zm00001d011471	0
Zm00001d011474	0
Zm00001d011483	0
Zm00001d011490	0
Zm00001d011492	0
Zm00001d011519	0
Zm00001d011525	0
Zm00001d011526	0
Zm00001d011532	0
Zm00001d011534	0
Zm00001d011563	0
Zm00001d011565	0
Zm00001d011570	0
Zm00001d011571	0
Zm00001d011573	0
Zm00001d011580	0
Zm00001d011581	0
Zm00001d011585	0
Zm00001d011588	0
Zm00001d011596	0
Zm00001d011599	0
Zm00001d011602	0
Zm00001d011604	0
Zm00001d011605	0
Zm00001d011606	0
Zm00001d011610	0
Zm00001d011611	0
Zm00001d011619	0
Zm00001d011622	0
Zm00001d011625	0
Zm00001d011632	0
Zm00001d011634	0
Zm00001d011636	0
Zm00001d011646	0
Zm00001d011648	0
Zm00001d011649	0
Zm00001d011650	0
Zm00001d011652	0
Zm00001d011658	0
Zm00001d011668	0
Zm00001d011676	0
Zm00001d011680	0
Zm00001d011684	0
Zm00001d011685	0
Zm00001d011688	0
Zm00001d011691	0
Zm00001d011696	0
Zm00001d011697	0
Zm00001d011700	0
Zm00001d011708	0
Zm00001d011709	0
Zm00001d011710	0
Zm00001d011713	0
Zm00001d011716	0
Zm00001d011718	0
Zm00001d011719	0
Zm00001d011720	0
Zm00001d011721	0
Zm00001d011730	0
Zm00001d011732	0
Zm00001d011741	0
Zm00001d011742	0
Zm00001d011750	0
Zm00001d011758	0
Zm00001d011763	0
Zm00001d011765	0
Zm00001d011766	0
Zm00001d011767	0
Zm00001d011775	0
Zm00001d011776	0
Zm00001d011779	0
Zm00001d011782	0
Zm00001d011786	0
Zm00001d011790	0
Zm00001d011792	0
Zm00001d011805	0
Zm00001d011816	0
Zm00001d011817	0
Zm00001d011821	0
Zm00001d011825	0
Zm00001d011828	0
Zm00001d011831	0
Zm00001d011834	0
Zm00001d011835	0
Zm00001d011838	0
Zm00001d011845	0
Zm00001d011849	0
Zm00001d011850	0
Zm00001d011851	0
Zm00001d011854	0
Zm00001d011855	0
Zm00001d011873	0
Zm00001d011880	0
Zm00001d011885	0
Zm00001d011891	0
Zm00001d011898	0
Zm00001d011908	0
Zm00001d011912	0
Zm00001d011913	0
Zm00001d011919	0
Zm00001d011920	0
Zm00001d011923	0
Zm00001d011927	0
Zm00001d011929	0
Zm00001d011938	0
Zm00001d011941	0
Zm00001d011943	0
Zm00001d011953	0
Zm00001d011964	0
Zm00001d012061	0
Zm00001d012099	0
Zm00001d012103	0
Zm00001d012137	0
Zm00001d012140	0
Zm00001d012141	0
Zm00001d012142	0
Zm00001d012144	0
Zm00001d012145	0
Zm00001d012156	0
Zm00001d012158	0
Zm00001d012159	0
Zm00001d012160	0
Zm00001d012161	0
Zm00001d012168	0
Zm00001d012170	0
Zm00001d012177	0
Zm00001d012195	0
Zm00001d012196	0
Zm00001d012197	0
Zm00001d012198	0
Zm00001d012199	0
Zm00001d012219	0
Zm00001d012221	0
Zm00001d012223	0
Zm00001d012224	0
Zm00001d012423	0
Zm00001d012511	0
Zm00001d012522	0
Zm00001d012525	0
Zm00001d012529	0
Zm00001d012532	0
Zm00001d012535	0
Zm00001d012536	0
Zm00001d012537	0
Zm00001d012539	0
Zm00001d012556	0
Zm00001d012557	0
Zm00001d012559	0
Zm00001d012561	0
Zm00001d012562	0
Zm00001d012606	0
Zm00001d012607	0
Zm00001d012609	0
Zm00001d012610	0
Zm00001d012611	0
Zm00001d012618	0
Zm00001d012620	0
Zm00001d012621	0
Zm00001d012624	0
Zm00001d012633	0
Zm00001d012634	0
Zm00001d012635	0
Zm00001d012640	0
Zm00001d012643	0
Zm00001d012644	0
Zm00001d012645	0
Zm00001d012647	0
Zm00001d012651	0
Zm00001d012652	0
Zm00001d012653	0
Zm00001d012654	0
Zm00001d012661	0
Zm00001d012662	0
Zm00001d012664	0
Zm00001d012665	0
Zm00001d012666	0
Zm00001d012667	0
Zm00001d012671	0
Zm00001d012672	0
Zm00001d012674	0
Zm00001d012675	0
Zm00001d012677	0
Zm00001d012679	0
Zm00001d012681	0
Zm00001d012685	0
Zm00001d012687	0
Zm00001d012688	0
Zm00001d012689	0
Zm00001d012693	0
Zm00001d012694	0
Zm00001d012699	0
Zm00001d012701	0
Zm00001d012702	0
Zm00001d012708	0
Zm00001d012709	0
Zm00001d012710	0
Zm00001d012718	0
Zm00001d012719	0
Zm00001d012728	0
Zm00001d012729	0
Zm00001d012731	0
Zm00001d012734	0
Zm00001d012737	0
Zm00001d012741	0
Zm00001d012746	0
Zm00001d012747	0
Zm00001d012748	0
Zm00001d012749	0
Zm00001d012751	0
Zm00001d012755	0
Zm00001d012760	0
Zm00001d012763	0
Zm00001d012765	0
Zm00001d012768	0
Zm00001d012770	0
Zm00001d012776	0
Zm00001d012785	0
Zm00001d012794	0
Zm00001d012800	0
Zm00001d012809	0
Zm00001d012811	0
Zm00001d012815	0
Zm00001d012816	0
Zm00001d012817	0
Zm00001d012819	0
Zm00001d012821	0
Zm00001d012822	0
Zm00001d012824	0
Zm00001d012825	0
Zm00001d012826	0
Zm00001d012832	0
Zm00001d012834	0
Zm00001d012837	0
Zm00001d012838	0
Zm00001d012839	0
Zm00001d012844	0
Zm00001d012845	0
Zm00001d012846	0
Zm00001d012847	0
Zm00001d012849	0
Zm00001d012850	0
Zm00001d012851	0
Zm00001d012852	0
Zm00001d012854	0
Zm00001d012856	0
Zm00001d012857	0
Zm00001d012858	0
Zm00001d012861	0
Zm00001d012865	0
Zm00001d012866	0
Zm00001d012882	0
Zm00001d012886	0
Zm00001d012887	0
Zm00001d012890	0
Zm00001d012892	0
Zm00001d012893	0
Zm00001d012896	0
Zm00001d012898	0
Zm00001d012909	0
Zm00001d012911	0
Zm00001d012913	0
Zm00001d012915	0
Zm00001d012916	0
Zm00001d012921	0
Zm00001d012923	0
Zm00001d012924	0
Zm00001d012929	0
Zm00001d012930	0
Zm00001d012931	0
Zm00001d012933	0
Zm00001d012934	0
Zm00001d012936	0
Zm00001d012937	0
Zm00001d012938	0
Zm00001d012954	0
Zm00001d012955	0
Zm00001d012957	0
Zm00001d012958	0
Zm00001d012964	0
Zm00001d012965	0
Zm00001d012966	0
Zm00001d012969	0
Zm00001d012970	0
Zm00001d012974	0
Zm00001d012978	0
Zm00001d012979	0
Zm00001d013023	0
Zm00001d013025	0
Zm00001d013026	0
Zm00001d013027	0
Zm00001d013031	0
Zm00001d013033	0
Zm00001d013059	0
Zm00001d013079	0
Zm00001d013098	0
Zm00001d013168	0
Zm00001d013212	0
Zm00001d013220	0
Zm00001d013221	0
Zm00001d013222	0
Zm00001d013241	0
Zm00001d013242	0
Zm00001d013243	0
Zm00001d013245	0
Zm00001d013247	0
Zm00001d013249	0
Zm00001d013251	0
Zm00001d013252	0
Zm00001d013253	0
Zm00001d013254	0
Zm00001d013256	0
Zm00001d013257	0
Zm00001d013258	0
Zm00001d013282	0
Zm00001d013283	0
Zm00001d013287	0
Zm00001d013289	0
Zm00001d013290	0
Zm00001d013296	0
Zm00001d013300	0
Zm00001d013301	0
Zm00001d013302	0
Zm00001d013306	0
Zm00001d013307	0
Zm00001d013309	0
Zm00001d013310	0
Zm00001d013314	0
Zm00001d013317	0
Zm00001d013318	0
Zm00001d013319	0
Zm00001d013320	0
Zm00001d013325	0
Zm00001d013326	0
Zm00001d013329	0
Zm00001d013330	0
Zm00001d013332	0
Zm00001d013334	0
Zm00001d013335	0
Zm00001d013336	0
Zm00001d013339	0
Zm00001d013342	0
Zm00001d013343	0
Zm00001d013346	0
Zm00001d013362	0
Zm00001d013367	0
Zm00001d013371	0
Zm00001d013380	0
Zm00001d013389	0
Zm00001d013390	0
Zm00001d013391	0
Zm00001d013393	0
Zm00001d013397	0
Zm00001d013398	0
Zm00001d013405	0
Zm00001d013410	0
Zm00001d013415	0
Zm00001d013416	0
Zm00001d013417	0
Zm00001d013419	0
Zm00001d013420	0
Zm00001d013421	0
Zm00001d013424	0
Zm00001d013426	0
Zm00001d013427	0
Zm00001d013428	0
Zm00001d013430	0
Zm00001d013431	0
Zm00001d013432	0
Zm00001d013441	0
Zm00001d013444	0
Zm00001d013445	0
Zm00001d013448	0
Zm00001d013452	0
Zm00001d013453	0
Zm00001d013456	0
Zm00001d013459	0
Zm00001d013461	0
Zm00001d013465	0
Zm00001d013466	0
Zm00001d013469	0
Zm00001d013470	0
Zm00001d013471	0
Zm00001d013477	0
Zm00001d013481	0
Zm00001d013485	0
Zm00001d013486	0
Zm00001d013487	0
Zm00001d013493	0
Zm00001d013495	0
Zm00001d013496	0
Zm00001d013497	0
Zm00001d013498	0
Zm00001d013499	0
Zm00001d013504	0
Zm00001d013507	0
Zm00001d013509	0
Zm00001d013522	0
Zm00001d013523	0
Zm00001d013524	0
Zm00001d013528	0
Zm00001d013529	0
Zm00001d013532	0
Zm00001d013540	0
Zm00001d013542	0
Zm00001d013543	0
Zm00001d013544	0
Zm00001d013546	0
Zm00001d013547	0
Zm00001d013549	0
Zm00001d013551	0
Zm00001d013552	0
Zm00001d013568	0
Zm00001d013571	0
Zm00001d013572	0
Zm00001d013573	0
Zm00001d013583	0
Zm00001d013589	0
Zm00001d013590	0
Zm00001d013595	0
Zm00001d013597	0
Zm00001d013607	0
Zm00001d013609	0
Zm00001d013612	0
Zm00001d013615	0
Zm00001d013620	0
Zm00001d013626	0
Zm00001d013627	0
Zm00001d013631	0
Zm00001d013642	0
Zm00001d013644	0
Zm00001d013653	0
Zm00001d013656	0
Zm00001d013658	0
Zm00001d013667	0
Zm00001d013669	0
Zm00001d013672	0
Zm00001d013673	0
Zm00001d013678	0
Zm00001d013683	0
Zm00001d013692	0
Zm00001d013700	0
Zm00001d013705	0
Zm00001d013707	0
Zm00001d013709	0
Zm00001d013712	0
Zm00001d013716	0
Zm00001d013721	0
Zm00001d013725	0
Zm00001d013730	0
Zm00001d013736	0
Zm00001d013737	0
Zm00001d013741	0
Zm00001d013742	0
Zm00001d013745	0
Zm00001d013842	0
Zm00001d013971	0
Zm00001d013982	0
Zm00001d013983	0
Zm00001d013984	0
Zm00001d013985	0
Zm00001d013989	0
Zm00001d013992	0
Zm00001d013993	0
Zm00001d013996	0
Zm00001d013999	0
Zm00001d014003	0
Zm00001d014005	0
Zm00001d014007	0
Zm00001d014011	0
Zm00001d014013	0
Zm00001d014017	0
Zm00001d014019	0
Zm00001d014021	0
Zm00001d014037	0
Zm00001d014039	0
Zm00001d014040	0
Zm00001d014046	0
Zm00001d014058	0
Zm00001d014065	0
Zm00001d014073	0
Zm00001d014078	0
Zm00001d014079	0
Zm00001d014080	0
Zm00001d014082	0
Zm00001d014085	0
Zm00001d014088	0
Zm00001d014090	0
Zm00001d014091	0
Zm00001d014093	0
Zm00001d014094	0
Zm00001d014108	0
Zm00001d014109	0
Zm00001d014112	0
Zm00001d014116	0
Zm00001d014138	0
Zm00001d014140	0
Zm00001d014141	0
Zm00001d014168	0
Zm00001d014175	0
Zm00001d014178	0
Zm00001d014179	0
Zm00001d014181	0
Zm00001d014183	0
Zm00001d014186	0
Zm00001d014191	0
Zm00001d014192	0
Zm00001d014194	0
Zm00001d014196	0
Zm00001d014200	0
Zm00001d014204	0
Zm00001d014224	0
Zm00001d014232	0
Zm00001d014243	0
Zm00001d014246	0
Zm00001d014258	0
Zm00001d014261	0
Zm00001d014304	0
Zm00001d014367	0
Zm00001d014377	0
Zm00001d014378	0
Zm00001d014391	0
Zm00001d014401	0
Zm00001d014417	0
Zm00001d014418	0
Zm00001d014435	0
Zm00001d014442	0
Zm00001d014444	0
Zm00001d014445	0
Zm00001d014446	0
Zm00001d014449	0
Zm00001d014456	0
Zm00001d014458	0
Zm00001d014488	0
Zm00001d014489	0
Zm00001d014493	0
Zm00001d014507	0
Zm00001d014525	0
Zm00001d014669	0
Zm00001d014685	0
Zm00001d014689	0
Zm00001d014690	0
Zm00001d014692	0
Zm00001d014696	0
Zm00001d014698	0
Zm00001d014705	0
Zm00001d014715	0
Zm00001d014722	0
Zm00001d014726	0
Zm00001d014727	0
Zm00001d014728	0
Zm00001d014729	0
Zm00001d014732	0
Zm00001d014735	0
Zm00001d014737	0
Zm00001d014742	0
Zm00001d014749	0
Zm00001d014752	0
Zm00001d014753	0
Zm00001d014757	0
Zm00001d014759	0
Zm00001d014763	0
Zm00001d014764	0
Zm00001d014765	0
Zm00001d014766	0
Zm00001d014769	0
Zm00001d014770	0
Zm00001d014771	0
Zm00001d014772	0
Zm00001d014773	0
Zm00001d014775	0
Zm00001d014779	0
Zm00001d014780	0
Zm00001d014783	0
Zm00001d014785	0
Zm00001d014787	0
Zm00001d014789	0
Zm00001d014792	0
Zm00001d014796	0
Zm00001d014797	0
Zm00001d014804	0
Zm00001d014808	0
Zm00001d014809	0
Zm00001d014811	0
Zm00001d014880	0
Zm00001d014900	0
Zm00001d015058	0
Zm00001d015061	0
Zm00001d015064	0
Zm00001d015065	0
Zm00001d015082	0
Zm00001d015084	0
Zm00001d015088	0
Zm00001d015091	0
Zm00001d015092	0
Zm00001d015095	0
Zm00001d015134	0
Zm00001d015135	0
Zm00001d015138	0
Zm00001d015139	0
Zm00001d015148	0
Zm00001d015151	0
Zm00001d015153	0
Zm00001d015156	0
Zm00001d015163	0
Zm00001d015168	0
Zm00001d015174	0
Zm00001d015180	0
Zm00001d015181	0
Zm00001d015182	0
Zm00001d015186	0
Zm00001d015194	0
Zm00001d015195	0
Zm00001d015196	0
Zm00001d015200	0
Zm00001d015201	0
Zm00001d015203	0
Zm00001d015204	0
Zm00001d015205	0
Zm00001d015208	0
Zm00001d015209	0
Zm00001d015211	0
Zm00001d015212	0
Zm00001d015213	0
Zm00001d015228	0
Zm00001d015229	0
Zm00001d015231	0
Zm00001d015233	0
Zm00001d015234	0
Zm00001d015249	0
Zm00001d015251	0
Zm00001d015259	0
Zm00001d015260	0
Zm00001d015265	0
Zm00001d015269	0
Zm00001d015272	0
Zm00001d015274	0
Zm00001d015279	0
Zm00001d015290	0
Zm00001d015293	0
Zm00001d015297	0
Zm00001d015301	0
Zm00001d015308	0
Zm00001d015309	0
Zm00001d015313	0
Zm00001d015314	0
Zm00001d015319	0
Zm00001d015325	0
Zm00001d015327	0
Zm00001d015328	0
Zm00001d015329	0
Zm00001d015342	0
Zm00001d015344	0
Zm00001d015348	0
Zm00001d015354	0
Zm00001d015356	0
Zm00001d015361	0
Zm00001d015375	0
Zm00001d015376	0
Zm00001d015378	0
Zm00001d015379	0
Zm00001d015399	0
Zm00001d015400	0
Zm00001d015401	0
Zm00001d015404	0
Zm00001d015406	0
Zm00001d015415	0
Zm00001d015420	0
Zm00001d015421	0
Zm00001d015460	0
Zm00001d015464	0
Zm00001d015469	0
Zm00001d015473	0
Zm00001d015474	0
Zm00001d015477	0
Zm00001d015493	0
Zm00001d015499	0
Zm00001d015515	0
Zm00001d015520	0
Zm00001d015521	0
Zm00001d015526	0
Zm00001d015549	0
Zm00001d015559	0
Zm00001d015568	0
Zm00001d015569	0
Zm00001d015571	0
Zm00001d015586	0
Zm00001d015618	0
Zm00001d015623	0
Zm00001d015635	0
Zm00001d015637	0
Zm00001d015649	0
Zm00001d015651	0
Zm00001d015656	0
Zm00001d015657	0
Zm00001d015702	0
Zm00001d015703	0
Zm00001d015729	0
Zm00001d015746	0
Zm00001d015778	0
Zm00001d015804	0
Zm00001d015842	0
Zm00001d015884	0
Zm00001d015886	0
Zm00001d015905	0
Zm00001d015921	0
Zm00001d015962	0
Zm00001d015970	0
Zm00001d015971	0
Zm00001d015973	0
Zm00001d015974	0
Zm00001d015986	0
Zm00001d015988	0
Zm00001d016002	0
Zm00001d016029	0
Zm00001d016034	0
Zm00001d016041	0
Zm00001d016044	0
Zm00001d016049	0
Zm00001d016059	0
Zm00001d016060	0
Zm00001d016130	0
Zm00001d016144	0
Zm00001d016149	0
Zm00001d016154	0
Zm00001d016164	0
Zm00001d016165	0
Zm00001d016166	0
Zm00001d016170	0
Zm00001d016185	0
Zm00001d016228	0
Zm00001d016234	0
Zm00001d016237	0
Zm00001d016242	0
Zm00001d016248	0
Zm00001d016256	0
Zm00001d016273	0
Zm00001d016274	0
Zm00001d016276	0
Zm00001d016278	0
Zm00001d016286	0
Zm00001d016305	0
Zm00001d016308	0
Zm00001d016322	0
Zm00001d016326	0
Zm00001d016342	0
Zm00001d016349	0
Zm00001d016358	0
Zm00001d016363	0
Zm00001d016364	0
Zm00001d016365	0
Zm00001d016371	0
Zm00001d016373	0
Zm00001d016374	0
Zm00001d016378	0
Zm00001d016379	0
Zm00001d016382	0
Zm00001d016402	0
Zm00001d016411	0
Zm00001d016438	0
Zm00001d016441	0
Zm00001d016442	0
Zm00001d016452	0
Zm00001d016456	0
Zm00001d016458	0
Zm00001d016463	0
Zm00001d016465	0
Zm00001d016472	0
Zm00001d016474	0
Zm00001d016477	0
Zm00001d016483	0
Zm00001d016486	0
Zm00001d016490	0
Zm00001d016491	0
Zm00001d016496	0
Zm00001d016516	0
Zm00001d016531	0
Zm00001d016557	0
Zm00001d016559	0
Zm00001d016561	0
Zm00001d016566	0
Zm00001d016567	0
Zm00001d016568	0
Zm00001d016572	0
Zm00001d016577	0
Zm00001d016587	0
Zm00001d016588	0
Zm00001d016590	0
Zm00001d016591	0
Zm00001d016606	0
Zm00001d016640	0
Zm00001d016696	0
Zm00001d016697	0
Zm00001d016702	0
Zm00001d016704	0
Zm00001d016708	0
Zm00001d016714	0
Zm00001d016716	0
Zm00001d016719	0
Zm00001d016720	0
Zm00001d016722	0
Zm00001d016723	0
Zm00001d016731	0
Zm00001d016732	0
Zm00001d016733	0
Zm00001d016736	0
Zm00001d016741	0
Zm00001d016744	0
Zm00001d016755	0
Zm00001d016765	0
Zm00001d016766	0
Zm00001d016767	0
Zm00001d016768	0
Zm00001d016770	0
Zm00001d016771	0
Zm00001d016783	0
Zm00001d016792	0
Zm00001d016793	0
Zm00001d016797	0
Zm00001d016800	0
Zm00001d016801	0
Zm00001d016802	0
Zm00001d016803	0
Zm00001d016811	0
Zm00001d016822	0
Zm00001d016824	0
Zm00001d016825	0
Zm00001d016826	0
Zm00001d016827	0
Zm00001d016828	0
Zm00001d016835	0
Zm00001d016836	0
Zm00001d016845	0
Zm00001d016854	0
Zm00001d016855	0
Zm00001d016856	0
Zm00001d016858	0
Zm00001d016860	0
Zm00001d016861	0
Zm00001d016866	0
Zm00001d016873	0
Zm00001d016877	0
Zm00001d016879	0
Zm00001d016891	0
Zm00001d016894	0
Zm00001d016895	0
Zm00001d016897	0
Zm00001d016902	0
Zm00001d016915	0
Zm00001d016916	0
Zm00001d016918	0
Zm00001d016934	0
Zm00001d016935	0
Zm00001d016941	0
Zm00001d016949	0
Zm00001d016950	0
Zm00001d016956	0
Zm00001d016972	0
Zm00001d016977	0
Zm00001d016979	0
Zm00001d016980	0
Zm00001d016982	0
Zm00001d016999	0
Zm00001d017000	0
Zm00001d017019	0
Zm00001d017026	0
Zm00001d017029	0
Zm00001d017030	0
Zm00001d017032	0
Zm00001d017036	0
Zm00001d017047	0
Zm00001d017049	0
Zm00001d017053	0
Zm00001d017067	0
Zm00001d017077	0
Zm00001d017089	0
Zm00001d017094	0
Zm00001d017096	0
Zm00001d017099	0
Zm00001d017100	0
Zm00001d017106	0
Zm00001d017111	0
Zm00001d017113	0
Zm00001d017114	0
Zm00001d017117	0
Zm00001d017119	0
Zm00001d017120	0
Zm00001d017121	0
Zm00001d017126	0
Zm00001d017128	0
Zm00001d017129	0
Zm00001d017131	0
Zm00001d017165	0
Zm00001d017166	0
Zm00001d017167	0
Zm00001d017168	0
Zm00001d017169	0
Zm00001d017171	0
Zm00001d017176	0
Zm00001d017185	0
Zm00001d017186	0
Zm00001d017187	0
Zm00001d017197	0
Zm00001d017203	0
Zm00001d017204	0
Zm00001d017213	0
Zm00001d017216	0
Zm00001d017251	0
Zm00001d017261	0
Zm00001d017270	0
Zm00001d017271	0
Zm00001d017274	0
Zm00001d017275	0
Zm00001d017282	0
Zm00001d017284	0
Zm00001d017296	0
Zm00001d017303	0
Zm00001d017308	0
Zm00001d017331	0
Zm00001d017345	0
Zm00001d017351	0
Zm00001d017352	0
Zm00001d017361	0
Zm00001d017363	0
Zm00001d017371	0
Zm00001d017373	0
Zm00001d017383	0
Zm00001d017384	0
Zm00001d017395	0
Zm00001d017398	0
Zm00001d017401	0
Zm00001d017403	0
Zm00001d017409	0
