gid	prop.p	prop.h	reg
Zm00001d009161	0.40234948604992654	0.5919435593991808	cis+trans
Zm00001d009316	0.49557522123893805	0.5069444444444444	conserved
Zm00001d009401	0.4361382419233659	0.38509316770186336	cis
Zm00001d009418	0.3368806402179465	0.5279007971656333	cis+trans
Zm00001d009500	0.7026838619728129	0.7156862745098039	cis
Zm00001d009539	0.47730483927940653	0.467479674796748	cis
Zm00001d009562	0.5588102409638555	0.6786743515850144	cis+trans
Zm00001d009603	0.15515961395694136	0.46323529411764713	trans
Zm00001d009653	0.6266620166528619	0.9059080962800875	cis+trans
Zm00001d009694	0.46776461136774455	0.6307692307692307	cis+trans
Zm00001d009717	0.5439185377411712	0.635445877734156	cis+trans
Zm00001d009763	0.46406510442200216	0.6911764705882353	cis+trans
Zm00001d009795	0.44704436153464605	0.4595348837209302	cis+trans
Zm00001d009849	0.516107016107016	0.5254901960784314	cis
Zm00001d009874	0.44441031941031944	0.49447077409162715	trans
Zm00001d009943	0.5426621160409557	0.49175824175824173	trans
Zm00001d009985	0.17045864933188878	0.490566037735849	trans
Zm00001d010033	0.7135244861710226	0.63	cis+trans
Zm00001d010128	0.5016910935738444	0.2857142857142857	unexpected
Zm00001d010183	0.45871559633027525	0.3777777777777778	cis
Zm00001d010230	0.48542413381123056	0.5884115884115884	cis+trans
Zm00001d010266	0.5196687370600415	0.4736842105263157	trans
Zm00001d010305	0.5601912212081703	0.5942028985507246	cis
Zm00001d010329	0.5630567276136896	0.4366197183098592	trans
Zm00001d010409	0.9435336976320583	0.6024990238188208	cis+trans
Zm00001d010434	0.5584415584415584	0.43718592964824116	cis+trans
Zm00001d010461	0.5076776951084375	0.7902439024390244	unexpected
Zm00001d010491	0.45009533828654086	0.4178868223189553	cis+trans
Zm00001d010546	0.48690064260998517	0.5	trans
Zm00001d010607	0.5514553841259742	0.5933852140077821	cis+trans
Zm00001d010639	0.4786287697982209	0.5710227272727272	cis+trans
Zm00001d010676	0.2717391304347826	0.5106382978723404	trans
Zm00001d010719	0.4681174315206221	0.6537949400798935	cis+trans
Zm00001d010790	0.5150315789473684	0.5620915032679739	cis
Zm00001d010808	0.38923970699671634	0.6612903225806452	cis+trans
Zm00001d010869	0.5165882352941177	0.6724683544303798	cis+trans
Zm00001d010915	0.4957073041870294	0.4743729552889859	unexpected
Zm00001d010944	0.4709250666403397	0.6098807495741057	cis+trans
Zm00001d010967	0.46762155810334416	0.42737789203084836	cis+trans
Zm00001d010995	0.4587997797761057	0.5918367346938775	cis+trans
Zm00001d011049	0.6108403978372605	0.7172897196261683	cis+trans
Zm00001d011091	0.30382865807429876	0.43243243243243246	cis+trans
Zm00001d011108	0.5071792496526168	0.5367647058823529	unexpected
Zm00001d011125	0.4588079664878372	0.6156282998944034	cis+trans
Zm00001d011144	0.3188721749872829	0.57032457496136	cis+trans
Zm00001d011177	0.5863057690102077	0.6412213740458016	cis
Zm00001d011197	0.5444211669770329	0.7350455136540962	cis+trans
Zm00001d011226	0.47115222876366697	0.522697795071336	cis+trans
Zm00001d011253	0.49331087737138135	0.5081967213114754	trans
Zm00001d011286	0.6740257568155209	0.5666041275797373	cis+trans
Zm00001d011329	0.4785373608903021	0.6310679611650485	cis+trans
Zm00001d011357	0.6211205159209996	0.5941176470588235	cis
Zm00001d011405	0.528941355674029	0.7142857142857143	cis+trans
Zm00001d011471	0.5323243647234679	0.65	cis+trans
Zm00001d011532	0.4253409590849098	0.5365448504983389	cis+trans
Zm00001d011581	0.4158535172094101	0.4336336336336336	cis+trans
Zm00001d011606	0.5204010025062656	0.6024498886414253	cis+trans
Zm00001d011636	0.7307973664959766	0.7384615384615384	cis
Zm00001d011676	0.511880118801188	0.71875	cis+trans
Zm00001d011700	0.47311643835616435	0.6235294117647059	cis+trans
Zm00001d011720	0.5433028509951586	0.583011583011583	cis
Zm00001d011763	0.5284450063211125	0.5909090909090909	cis
Zm00001d011786	0.4790271895067632	0.6299800796812749	cis+trans
Zm00001d011828	0.5111131027065783	0.5704918032786885	cis+trans
Zm00001d011851	0.4592019726518718	0.6333333333333333	cis+trans
Zm00001d011908	0.5248433786995031	0.6376470588235295	cis+trans
Zm00001d011938	0.5734254498714653	0.6434494195688226	cis+trans
Zm00001d012137	0.7279053583855254	0.6373626373626373	cis+trans
Zm00001d012159	0.37793363906123556	0.44565217391304346	cis+trans
Zm00001d012197	0.42354368932038833	0.4166666666666667	cis
Zm00001d012511	0.5482650665275242	0.8067632850241545	cis+trans
Zm00001d012539	0.5943607339997016	0.6363636363636364	cis+trans
Zm00001d012609	0.3610277238212961	0.5052770448548812	trans
Zm00001d012634	0.5468699054450603	0.6815068493150684	cis+trans
Zm00001d012652	0.505516134044647	0.5927419354838709	cis+trans
Zm00001d012667	0.3610427427462128	0.5465968586387434	cis+trans
Zm00001d012685	0.49201915403032725	0.4845360824742268	conserved
Zm00001d012702	0.519308499535078	0.5130084806669541	cis
Zm00001d012731	0.6525287663901526	0.690032154340836	cis+trans
Zm00001d012751	0.47496572525363306	0.6903553299492385	cis+trans
Zm00001d012785	0.6340709605637285	0.5619047619047619	cis+trans
Zm00001d012819	0.4296930045294413	0.45422842197035745	cis+trans
Zm00001d012837	0.527084361124815	0.5135350318471338	cis
Zm00001d012850	0.38926096098434704	0.5807365439093485	cis+trans
Zm00001d012865	0.5408503543142976	0.5201219512195122	cis+trans
Zm00001d012896	0.5571025399811854	0.49753694581280794	trans
Zm00001d012923	0.5163747143945164	0.6387225548902196	cis+trans
Zm00001d012937	0.20679611650485438	0.3394495412844037	cis+trans
Zm00001d012966	0.5169331597349212	0.5484001620089105	cis+trans
Zm00001d013026	0.7210126582278481	0.5870206489675516	cis+trans
Zm00001d013212	0.26369863013698625	0.3	cis
Zm00001d013247	0.48454545454545456	0.6097560975609756	trans
Zm00001d013258	0.896556590460062	0.8492462311557788	cis+trans
Zm00001d013301	0.5484764542936288	0.5169175734088538	cis+trans
Zm00001d013318	0.5766329346826127	0.5934343434343434	cis
Zm00001d013334	0.4950552646887726	0.358695652173913	unexpected
Zm00001d013367	0.4718413754554933	0.5426271232332713	cis+trans
Zm00001d013398	0.3488596830305373	0.5434782608695652	trans
Zm00001d013421	0.502309468822171	0.4368421052631579	unexpected
Zm00001d013441	0.5308392603129445	0.5433526011560693	cis
Zm00001d013461	0.3517327246316663	0.505	trans
Zm00001d013485	0.4504950495049505	0.5217701641684511	cis+trans
Zm00001d013499	0.4174185232922113	0.4964028776978418	trans
Zm00001d013529	0.4875857836299726	0.5314213412062422	cis+trans
Zm00001d013549	0.593053545586107	0.5892857142857143	cis
Zm00001d013589	0.22192453672694798	0.406015037593985	cis+trans
Zm00001d013620	0.4877310093330861	0.38917378917378914	cis+trans
Zm00001d013658	0.5860319937573156	0.5578231292517006	cis
Zm00001d013700	0.5490578297595842	0.42028985507246375	trans
Zm00001d013730	0.5657571447045131	0.51875	trans
Zm00001d013982	0.3417142857142857	0.46153846153846156	trans
Zm00001d013999	0.5303301552937257	0.5367697594501718	cis
Zm00001d014021	0.5044580009385266	0.453125	conserved
Zm00001d014078	0.4966235227912212	0.3980891719745223	unexpected
Zm00001d014093	0.42557709603277705	0.3366321323643111	cis+trans
Zm00001d014141	0.5137780614959039	0.5170731707317073	cis
Zm00001d014191	0.34375	0.34647887323943666	cis
Zm00001d014243	0.39486619333697437	0.4035087719298246	cis
Zm00001d014391	0.6076138342871362	0.5757575757575757	cis
Zm00001d014446	0.6510337871911245	0.625	cis
Zm00001d014525	0.4221287396300909	0.8672140430351076	cis+trans
Zm00001d014705	0.5475100171722954	0.5064935064935064	trans
Zm00001d014735	0.6104104104104104	0.5177304964539007	trans
Zm00001d014763	0.4019381633594832	0.4951456310679612	trans
Zm00001d014773	0.4598547508573734	0.6842105263157895	cis+trans
Zm00001d014792	0.6233969299234736	0.6073776479181885	cis+trans
Zm00001d014900	0.5306010328535326	0.6521739130434783	cis+trans
Zm00001d015091	0.615415924701094	0.5850508381423468	cis+trans
Zm00001d015151	0.5850136918098083	0.4683195592286501	cis+trans
Zm00001d015182	0.4875749785775492	0.7054263565891472	unexpected
Zm00001d015204	0.5849963045084996	0.7027027027027027	cis+trans
Zm00001d015229	0.5230889642577615	0.6083916083916083	cis+trans
Zm00001d015265	0.47253367750262165	0.5248756218905473	trans
Zm00001d015301	0.4558261362027467	0.608370702541106	cis+trans
Zm00001d015328	0.6831564710778194	0.5896226415094339	cis+trans
Zm00001d015375	0.5499672805459475	0.5114678899082569	trans
Zm00001d015406	0.3969594594594595	0.30702702702702706	cis+trans
Zm00001d015474	0.8339739615623062	0.8145695364238411	cis
Zm00001d015549	0.4954718779790277	0.8275862068965517	unexpected
Zm00001d015635	0.5543209876543209	0.7000000000000001	cis+trans
Zm00001d015729	0.5048334069385152	0.5653266331658292	unexpected
Zm00001d015921	0.6402723303485532	0.8138888888888889	cis+trans
Zm00001d016002	0.48186119873817035	0.46835443037974683	cis
Zm00001d016130	0.4662546834703907	0.5662650602409639	cis+trans
Zm00001d016185	0.44807068157230434	0.8	cis+trans
Zm00001d016274	0.7877459456332397	0.8060321952945338	cis+trans
Zm00001d016342	0.35832292100513674	0.3615819209039548	cis
Zm00001d016374	0.4432656826568266	0.5434782608695652	trans
Zm00001d016442	0.4946437468858994	0.5362318840579711	conserved
Zm00001d016477	0.4738932480867965	0.5780346820809249	cis+trans
Zm00001d016557	0.29211571185479296	0.47878787878787876	trans
Zm00001d016587	0.5087398904252545	0.5274261603375527	conserved
Zm00001d016702	0.48569556671762393	0.6000000000000001	cis+trans
Zm00001d016723	0.5730464326160816	0.6684782608695653	cis+trans
Zm00001d016765	0.44966866519406745	0.5170454545454546	trans
Zm00001d016793	0.5305909919291851	0.6585956416464891	cis+trans
Zm00001d016824	0.4712890159637837	0.4217252396166134	cis+trans
Zm00001d016854	0.3907891795215739	0.5810473815461347	cis+trans
Zm00001d016877	0.9030990833697076	0.7984189723320158	cis+trans
Zm00001d016916	0.5910634962111315	0.6285714285714286	cis
Zm00001d016972	0.36797945205479454	0.5053929121725732	trans
Zm00001d017026	0.5113983548766157	0.5798045602605864	cis+trans
Zm00001d017067	0.5290322580645161	0.5192307692307693	cis
Zm00001d017111	0.6229681978798587	0.8295454545454546	cis+trans
Zm00001d017128	0.522023943980122	0.46776611694152925	cis+trans
Zm00001d017171	0.6070859872611465	0.42758620689655175	cis+trans
Zm00001d017213	0.6551035234289866	0.7401812688821752	cis+trans
Zm00001d017282	0.2733221610406193	0.5257069408740359	cis+trans
Zm00001d017352	0.5385430151818289	0.6443259710586444	cis+trans
Zm00001d017398	0.48630707699144543	0.538498789346247	cis+trans
Zm00001d017435	0.3601496725912067	0.6443768996960486	cis+trans
Zm00001d017459	0.4006470287757535	0.3975903614457831	cis
Zm00001d017495	0.2465821044188035	0.6469735411380935	cis+trans
Zm00001d017536	0.47832500204867656	0.6180371352785146	cis+trans
Zm00001d017555	0.5984461709211987	0.5202702702702703	trans
Zm00001d017649	0.507785795670338	0.611111111111111	unexpected
Zm00001d017708	0.5672457544407574	0.6638655462184874	cis+trans
Zm00001d017798	0.3483529612561871	0.3918495297805642	cis+trans
Zm00001d017817	0.2871794871794872	0.30000000000000004	cis
Zm00001d017836	0.5509160123721152	0.5664461815995189	cis
Zm00001d017861	0.7697160883280757	0.7999999999999999	cis
Zm00001d017882	0.49878229103244326	0.5903250188964474	unexpected
Zm00001d017908	0.25084105732921386	0.6317567567567568	cis+trans
Zm00001d017946	0.5577025036818851	0.6345733041575492	cis+trans
Zm00001d017960	0.5254618072890664	0.7302631578947368	cis+trans
Zm00001d017985	0.5891598641180348	0.6508912108174554	cis+trans
Zm00001d018025	0.5172413793103449	0.5771428571428572	cis+trans
Zm00001d018070	0.5336734693877551	0.6072423398328691	cis+trans
Zm00001d018098	0.5040392383150606	0.6431372549019607	unexpected
Zm00001d018126	0.6447067783701447	0.7516447368421052	cis+trans
Zm00001d018149	0.47776405188387894	0.6204081632653061	cis+trans
Zm00001d018194	0.65753683415187	0.573228346456693	cis+trans
Zm00001d018259	0.5045742434904997	0.4856046065259117	conserved
Zm00001d018297	0.3808257345491388	0.375	cis
Zm00001d018333	0.4573676768918669	0.5519568151147098	cis+trans
Zm00001d018349	0.4726066661207109	0.5822669104204753	cis+trans
Zm00001d018365	0.4761509517485613	0.6224677716390424	cis+trans
Zm00001d018384	0.5145860399196882	0.5016025641025641	trans
Zm00001d018405	0.499597423510467	0.35000000000000003	unexpected
Zm00001d018415	0.5537716615698267	0.500968616815188	trans
Zm00001d018439	0.5966780576968926	0.612410986775178	cis
Zm00001d018455	0.4062237174095879	0.5939849624060151	cis+trans
Zm00001d018478	0.5548874385861993	0.541098807495741	cis+trans
Zm00001d018496	0.4365414536563681	0.7272727272727273	cis+trans
Zm00001d018516	0.4911520404478151	0.4800000000000001	conserved
Zm00001d018531	0.4100807688375422	0.3870967741935484	cis
Zm00001d018562	0.5416201357271712	0.4873524451939292	trans
Zm00001d018613	0.5659284179048687	0.6490683229813664	cis+trans
Zm00001d018634	0.66	0.7096296296296296	cis+trans
Zm00001d018653	0.5404849688031763	0.6684350132625995	cis+trans
Zm00001d018698	0.5314871016691957	0.5541561712846348	cis
Zm00001d018755	0.5320767571250141	0.437037037037037	cis+trans
Zm00001d018792	0.4620626987732848	0.5440414507772021	trans
Zm00001d018825	0.3001333926189418	0.40625	cis+trans
Zm00001d018867	0.3620314112117391	0.5802469135802469	cis+trans
Zm00001d018884	0.5556345588132781	0.548136290875829	cis
Zm00001d018912	0.5396019767597168	0.6959459459459459	cis+trans
Zm00001d018946	0.3616692426584235	0.44230769230769235	trans
Zm00001d018969	0.8418107833163785	0.6574074074074074	cis+trans
Zm00001d018988	0.36853448275862066	0.4691689008042895	trans
Zm00001d019048	0.5677564262540554	0.4678638941398866	cis+trans
Zm00001d019724	0.40131828168800665	0.6611883691529709	cis+trans
Zm00001d020043	0.7857455181460428	0.7040816326530612	cis+trans
Zm00001d020100	0.48689332987282635	0.4948805460750853	trans
Zm00001d020137	0.46047860768672955	0.6050632911392404	cis+trans
Zm00001d020178	0.5127027027027027	0.47076023391812866	trans
Zm00001d020214	0.3897058823529412	0.4025974025974026	cis
Zm00001d020242	0.4983974358974359	0.6385542168674699	unexpected
Zm00001d020310	0.5359421522756274	0.6685082872928176	cis+trans
Zm00001d020357	0.504287598944591	0.5135135135135135	conserved
Zm00001d020409	0.3637411620043038	0.5358823529411765	cis+trans
Zm00001d020444	0.5556939501779359	0.57	cis
Zm00001d020487	0.6481702127659574	0.6875834445927904	cis+trans
Zm00001d020537	0.47623776422187536	0.6293532338308457	cis+trans
Zm00001d020556	0.6900622201546781	0.75	cis+trans
Zm00001d020602	0.6064018968583283	0.6363636363636364	cis
Zm00001d020639	0.33087706685837526	0.5032467532467533	trans
Zm00001d020675	0.5496134020618557	0.3701657458563536	cis+trans
Zm00001d020708	0.3716841869827779	0.6681391496410822	cis+trans
Zm00001d020740	0.8181818181818181	0.7307692307692308	cis
Zm00001d020776	0.5973894452571171	0.6666666666666666	cis+trans
Zm00001d020823	0.1856763925729443	0.5789473684210527	cis+trans
Zm00001d020874	0.4841708542713568	0.39759036144578314	cis+trans
Zm00001d020948	0.5795971410006497	0.6382978723404256	cis
Zm00001d020974	0.4640054795072473	0.559939683337522	cis+trans
Zm00001d021032	0.6499610490781615	0.6754385964912281	cis
Zm00001d021072	0.5547798066595059	0.4764705882352941	trans
Zm00001d021126	0.58049632682315	0.5914684167350287	cis
Zm00001d021145	0.5552320120232951	0.7142857142857143	cis+trans
Zm00001d021188	0.6162293096487688	0.6198398028342575	cis
Zm00001d021221	0.39679806565064485	0.502283105022831	trans
Zm00001d021248	0.5498828462202491	0.5767543859649122	cis+trans
Zm00001d021291	0.4918162098205482	0.5706106870229007	cis+trans
Zm00001d021335	0.5849802371541502	0.7391304347826086	cis+trans
Zm00001d021379	0.6496586417535034	0.587378640776699	cis+trans
Zm00001d021417	0.4501759788825341	0.6724452554744526	cis+trans
Zm00001d021438	0.5299962737548131	0.610344827586207	cis+trans
Zm00001d021477	0.4512215669755686	0.2672955974842767	cis+trans
Zm00001d021520	0.5944386149003148	0.6409395973154363	cis+trans
Zm00001d021626	0.5895921902062667	0.5053763440860215	trans
Zm00001d021655	0.5290650950977765	0.6060606060606061	cis
Zm00001d021676	0.6068942286099258	0.6924643584521385	cis+trans
Zm00001d021729	0.6004496219088494	0.5191256830601093	trans
Zm00001d021778	0.3921875000000001	0.40789473684210525	cis
Zm00001d021805	0.4944281781234978	0.6649484536082474	cis+trans
Zm00001d021824	0.3660287081339713	0.5107033639143731	trans
Zm00001d021843	0.8423694779116466	0.6763005780346821	cis+trans
Zm00001d021877	0.45301104396749325	0.7631578947368421	cis+trans
Zm00001d021903	0.565955766192733	0.6044776119402985	cis
Zm00001d021946	0.6917821588912747	0.6015625	cis+trans
Zm00001d021955	0.5420654709241535	0.8012232415902141	cis+trans
Zm00001d021972	0.4799103569713462	0.5102564102564102	trans
Zm00001d022010	0.5135430916552668	0.784660766961652	cis+trans
Zm00001d022042	0.5951077474702506	0.6527293844367016	cis+trans
Zm00001d022059	0.5552586835074083	0.6771479185119574	cis+trans
Zm00001d022083	0.5536147501213003	0.5173228346456692	trans
Zm00001d022112	0.6168405502723664	0.5740072202166064	cis+trans
Zm00001d022132	0.44501333792272607	0.6613128491620112	cis+trans
Zm00001d022155	0.8456026058631921	0.7032967032967034	cis+trans
Zm00001d022177	0.48318042813455653	0.3378378378378379	unexpected
Zm00001d022201	0.5562706557662201	0.37113402061855677	cis+trans
Zm00001d022239	0.5366034015282228	0.708029197080292	cis+trans
Zm00001d022341	0.46188317303912574	0.7272727272727273	cis+trans
Zm00001d022378	0.5067838159267979	0.6269592476489029	cis+trans
Zm00001d022418	0.6116584564860427	0.5829787234042553	cis
Zm00001d022442	0.4625092798812175	0.2629310344827586	cis+trans
Zm00001d022492	0.6259752179899036	0.5654761904761905	cis+trans
Zm00001d022513	0.5480647208121827	0.5102176599182587	cis+trans
Zm00001d022546	0.43073460200532027	0.45843935538592023	cis+trans
Zm00001d022574	0.6603053435114504	0.6231884057971014	cis
Zm00001d022600	0.19193212742116214	0.32689987937273823	cis+trans
Zm00001d022621	0.3770373053241579	0.27205882352941174	cis+trans
Zm00001d023241	0.6044568245125348	0.8028169014084506	cis+trans
Zm00001d023264	0.584515139900345	0.5632183908045977	cis
Zm00001d023303	0.39987991594115874	0.5034013605442177	trans
Zm00001d023434	0.5149330587023687	0.6131687242798354	cis+trans
