gid	parA_rep1	parA_rep2	parA_rep3	parB_rep1	parB_rep2	parB_rep3	hybA_rep1	hybA_rep2	hybA_rep3	hybB_rep1	hybB_rep2	hybB_rep3
Zm00001d022132	4148	9845	3977	1183	1669	6969	403	459	298	207	239	157
Zm00001d022134	50737	59227	41970	25416	27610	29437	689	632	649	153	157	190
Zm00001d022139	5996	8541	5932	4165	5568	11993	1143	1114	1095	562	493	421
Zm00001d022141	1011	1106	904	865	844	953	50	60	52	25	24	19
Zm00001d022142	508	581	473	436	365	417	29	37	38	15	13	16
Zm00001d022144	12021	12829	10272	18152	12931	6266	3950	4958	3112	4206	5823	3505
Zm00001d022148	1107	1082	915	1316	1563	1207	60	113	78	32	86	54
Zm00001d022152	2214	2146	2017	3132	2176	1691	209	216	179	124	99	125
Zm00001d022160	3019	3773	2884	4448	5754	5408	56	60	57	47	62	52
Zm00001d022164	287	337	243	198	244	221	89	108	71	52	63	53
Zm00001d022166	225	238	188	372	295	322	17	14	9	8	11	11
Zm00001d022168	231	254	202	190	186	163	18	21	39	11	15	23
Zm00001d022169	1749	1762	1533	1519	1209	1006	17	9	10	7	8	6
Zm00001d022176	1017	1081	811	758	688	679	39	93	66	41	108	81
Zm00001d022177	295	286	288	351	399	459	8	8	8	19	12	11
Zm00001d022179	2949	3499	2815	1579	1434	2330	84	106	86	78	86	75
Zm00001d022181	9815	10114	7532	26418	20673	16192	1510	1567	1473	1346	1528	1409
Zm00001d022182	210	120	161	325	246	278	3	3	4	9	5	5
Zm00001d022184	1341	1012	1083	326	294	213	91	5	89	14	3	15
Zm00001d022188	1014	1029	982	668	839	810	89	104	89	33	30	34
Zm00001d022189	1315	1639	1093	1660	1872	1569	25	40	24	17	25	20
Zm00001d022190	6938	7590	5560	12678	13969	8681	1388	1690	1402	1118	1330	1085
Zm00001d022199	371	410	345	345	343	317	62	114	63	76	118	68
Zm00001d022201	904	1005	648	491	401	268	10	19	12	21	17	20
Zm00001d022202	708	835	627	615	589	566	46	59	38	41	48	30
Zm00001d022203	277	261	274	357	332	279	3	6	10	5	2	25
Zm00001d022204	457	476	507	414	536	552	75	48	76	67	46	72
Zm00001d022212	282	376	282	427	446	394	23	28	25	13	18	18
Zm00001d022226	491	228	447	388	186	156	9	8	12	3	5	3
Zm00001d022227	2616	2762	2177	1458	1629	1937	104	216	251	57	81	93
Zm00001d022236	824	1124	764	591	565	585	11	15	18	11	15	17
Zm00001d022237	2276	1509	1595	2585	1745	1214	323	350	427	189	191	249
Zm00001d022238	1198	1111	1084	1384	1276	1462	23	38	24	20	16	15
Zm00001d022239	2538	3069	2441	1998	1607	1585	89	150	90	27	52	34
Zm00001d022240	504	652	488	668	521	435	18	41	20	18	36	20
Zm00001d022241	600	1016	629	631	431	482	90	141	128	51	58	60
Zm00001d022242	1613	947	1385	1608	2125	2003	103	115	145	64	59	77
Zm00001d022243	3855	4355	3095	2505	2610	2809	168	266	163	92	172	99
Zm00001d022244	1434	1665	1313	490	510	488	168	213	158	43	62	39
Zm00001d022250	781	1102	822	142	171	134	71	43	48	9	6	6
Zm00001d022251	4239	5304	4151	2497	3067	1902	379	671	400	116	139	104
Zm00001d022252	250	330	200	170	200	242	14	21	22	27	17	35
Zm00001d022256	153	222	161	229	116	120	36	23	44	28	26	29
Zm00001d022257	877	1033	799	485	465	517	64	38	70	43	20	59
Zm00001d022258	1807	2358	1660	2310	2068	1876	280	275	191	147	182	129
Zm00001d022341	5047	4798	4028	5647	5441	4842	107	91	94	40	43	51
Zm00001d022352	586	629	499	555	500	444	7	9	3	7	8	5
Zm00001d022353	1848	2087	1694	1515	1685	1719	174	224	255	80	100	99
Zm00001d022354	2062	2508	1750	2695	2447	2184	451	593	454	361	427	363
Zm00001d022371	9672	9691	8798	22623	17470	15575	3462	3624	3663	1243	1321	1457
Zm00001d022373	427	469	427	337	294	241	127	117	110	65	75	57
Zm00001d022378	4245	4512	3566	3625	3457	3126	438	546	482	230	291	222
Zm00001d022400	1264	995	1127	685	752	695	74	102	95	16	27	24
Zm00001d022401	564	759	474	199	184	229	13	11	10	5	3	7
Zm00001d022403	748	735	769	287	219	259	30	30	33	8	15	8
Zm00001d022405	2200	2642	2195	2189	2221	2040	41	40	52	34	35	34
Zm00001d022406	454	531	418	526	492	470	18	31	34	25	36	27
Zm00001d022407	288	336	281	387	348	340	9	16	26	15	24	24
Zm00001d022414	960	820	854	805	809	839	33	22	13	12	20	7
Zm00001d022417	853	967	747	867	942	745	51	124	68	78	96	73
Zm00001d022418	922	997	729	440	439	373	53	85	58	38	39	45
Zm00001d022427	2231	1990	2023	2333	2522	2068	41	57	60	25	15	22
Zm00001d022428	3074	3530	2484	1949	2197	2337	52	54	201	31	31	42
Zm00001d022432	3664	5259	2909	3600	4020	2923	564	682	482	680	783	654
Zm00001d022433	3132	4017	2721	1287	1290	1348	251	347	276	111	116	98
Zm00001d022435	456	746	226	82	93	83	34	34	18	23	18	24
Zm00001d022438	2289	2295	1785	1602	1323	1122	1016	1716	1066	510	1011	499
Zm00001d022440	1352	1600	1327	1008	1097	1413	209	238	201	133	160	126
Zm00001d022442	190	379	145	306	329	350	47	26	24	86	62	78
Zm00001d022445	1444	1239	1726	667	1224	1443	107	159	126	67	90	67
Zm00001d022449	4340	4947	4540	9736	11091	13949	477	306	411	603	422	556
Zm00001d022450	5019	5410	4187	4687	4272	4038	984	1190	1269	912	1112	1113
Zm00001d022451	730	1760	725	173	153	506	111	87	127	53	55	74
Zm00001d022489	5030	4477	3875	4913	4320	3440	361	494	446	216	246	245
Zm00001d022490	3158	3029	3184	2190	2117	2007	421	337	406	201	160	212
Zm00001d022492	364	341	387	188	197	176	3	14	7	5	14	3
Zm00001d022493	1374	1617	1305	1609	1485	962	88	99	75	100	104	85
Zm00001d022498	1548	1700	1267	698	655	587	118	128	108	44	47	34
Zm00001d022499	483	568	388	355	351	271	10	15	12	8	13	8
Zm00001d022502	1884	2108	1526	1356	1154	1164	142	154	78	66	88	51
Zm00001d022504	1078	1296	848	2034	1884	1612	76	140	96	72	128	90
Zm00001d022505	9996	10677	8477	11175	7546	5590	2001	2181	2039	1294	1426	1321
Zm00001d022506	2636	3443	2269	2162	1927	2237	127	123	70	56	46	44
Zm00001d022510	2915	2463	2411	861	761	481	150	225	186	33	40	27
Zm00001d022513	35198	36121	28501	16456	16332	17398	1172	1867	1749	782	1327	1317
Zm00001d022518	171	180	248	177	311	343	60	74	80	54	107	71
Zm00001d022525	264	295	225	395	357	352	31	41	15	44	45	35
Zm00001d022534	1431	1626	1258	962	880	1010	6	11	13	4	7	3
Zm00001d022536	390	512	354	370	369	315	18	24	16	10	10	15
Zm00001d022541	177	247	153	188	172	145	47	49	48	82	87	51
Zm00001d022544	367	333	315	334	268	268	18	19	19	5	12	17
Zm00001d022546	7054	9103	6802	5274	5096	4873	1200	1231	1002	1196	1308	956
Zm00001d022558	1693	2143	1488	1411	1533	1142	42	24	49	39	23	33
Zm00001d022561	2071	2889	1867	1790	1821	1879	201	272	123	105	133	61
Zm00001d022565	1927	2295	1677	1267	1153	1162	61	103	63	25	59	40
Zm00001d022569	2213	4271	2360	990	1103	2206	62	44	50	84	87	71
Zm00001d022573	5326	5407	4673	5310	5134	4374	16	17	13	21	14	14
Zm00001d022581	8371	9048	7020	3181	2647	2291	211	224	216	89	80	116
Zm00001d022582	1063	1079	923	1029	851	914	23	13	9	17	6	9
Zm00001d022584	1343	1530	1337	1790	1815	1609	64	97	97	71	82	69
Zm00001d022587	495	628	443	576	544	590	22	26	15	21	20	23
Zm00001d022594	1856	1955	1547	3828	4026	3011	113	196	140	104	152	139
Zm00001d022595	1099	1715	982	671	631	660	141	193	188	73	84	91
Zm00001d022599	811	569	745	1431	1350	1166	200	291	194	126	166	143
Zm00001d022600	702	838	631	704	844	1051	99	102	102	140	188	169
Zm00001d022602	1665	1463	1644	2052	2517	2550	247	271	253	126	167	145
Zm00001d022603	730	931	628	606	581	600	42	63	45	30	42	40
Zm00001d022604	1695	2171	1379	1498	1491	1439	88	142	92	20	26	18
Zm00001d022614	473	259	431	419	339	250	58	32	30	51	25	61
Zm00001d022615	599	796	643	458	428	458	46	54	47	47	40	47
Zm00001d022616	1914	2119	1815	534	417	443	201	158	178	98	81	59
Zm00001d022621	1140	1757	1120	1404	1351	1254	15	15	14	22	31	17
Zm00001d022622	2033	2036	1792	1589	1451	1220	281	337	273	106	131	94
Zm00001d022624	216	267	214	294	589	1109	21	19	25	57	34	28
Zm00001d022628	1806	1509	1559	1067	931	1073	18	87	9	6	12	7
Zm00001d022631	549	498	502	568	508	447	26	17	16	6	12	10
Zm00001d023208	400	382	305	1228	1369	918	136	148	124	50	38	62
Zm00001d023217	882	876	732	1121	1133	1081	99	143	109	118	138	171
Zm00001d023218	5181	4857	4468	4971	4581	3174	522	514	253	418	423	408
Zm00001d023223	461	563	455	650	351	395	18	16	23	59	55	79
Zm00001d023238	2863	3120	2852	2143	1980	1967	158	200	199	66	63	53
Zm00001d023239	1276	1406	1061	969	1051	988	38	74	49	26	55	36
Zm00001d023241	263	289	232	190	219	203	21	27	32	16	14	10
Zm00001d023242	1066	895	911	908	981	1149	59	98	63	48	53	34
Zm00001d023243	2013	3269	1969	1003	858	855	587	684	752	330	385	385
Zm00001d023258	1255	851	1099	1219	937	714	64	60	80	43	30	37
Zm00001d023259	240	252	236	389	409	340	3	4	21	5	4	9
Zm00001d023260	684	862	553	611	590	504	6	26	10	2	12	6
Zm00001d023262	3291	3413	2822	2494	2784	1852	7	15	15	3	12	11
Zm00001d023264	530	549	445	478	370	316	16	9	7	11	10	5
Zm00001d023265	676	729	678	1515	1433	1139	92	126	128	83	129	113
Zm00001d023267	1965	983	1461	946	938	613	103	107	121	101	168	171
Zm00001d023272	630	777	532	846	1009	878	148	163	157	153	185	188
Zm00001d023277	1567	1451	1071	431	246	434	242	250	229	156	180	103
Zm00001d023278	1487	1342	1253	1416	1248	966	402	379	353	264	250	239
Zm00001d023303	488	405	434	977	1038	826	67	51	81	41	46	50
Zm00001d023423	4292	4313	3728	5748	6298	5942	293	461	404	275	364	360
Zm00001d023425	1026	1093	866	952	927	769	127	185	125	121	136	107
Zm00001d023426	502	575	504	596	660	551	84	112	105	48	79	61
Zm00001d023429	1652	1718	1238	1339	1235	1006	579	684	559	451	536	439
Zm00001d023430	126	59	84	840	822	626	32	37	17	53	123	77
Zm00001d023431	336	252	240	342	321	181	87	68	40	43	38	35
Zm00001d023434	1299	1667	1281	1237	1114	940	112	222	247	69	105	111
Zm00001d023437	5191	5057	4987	3867	3688	2824	619	674	580	481	431	448
Zm00001d023439	1104	1524	1025	1037	981	934	41	41	43	21	39	26
Zm00001d023445	1668	1657	1385	1289	1214	1128	7	15	12	7	11	9
Zm00001d023452	1615	1459	1348	1448	1609	1207	164	252	169	120	183	132
Zm00001d023455	331	375	248	152	189	249	24	12	24	14	11	20
Zm00001d023459	518	806	443	697	634	624	27	16	21	10	13	11
Zm00001d023461	378	470	428	404	420	482	3	6	3	12	6	10
Zm00001d023462	715	320	636	465	352	240	19	20	25	10	14	10
Zm00001d023465	451	393	436	431	416	350	26	4	16	12	6	14
Zm00001d023468	2348	3703	2429	2674	1988	4203	414	433	371	366	309	317
Zm00001d023520	2058	2560	1878	2048	2074	1889	24	27	19	17	18	21
Zm00001d023523	2896	3120	2619	3847	4476	4700	138	173	145	152	181	152
Zm00001d023536	1008	945	1005	3601	2089	1384	146	226	219	151	155	184
Zm00001d023537	1122	1853	1047	903	838	796	234	181	279	95	93	100
Zm00001d023538	1740	1602	1679	1828	1334	1035	198	175	246	200	172	224
Zm00001d023542	2207	2151	1870	2383	2218	2173	902	1079	904	671	681	583
Zm00001d023543	306	686	396	1712	530	313	164	199	128	136	168	128
Zm00001d023544	1395	1606	1180	1383	1286	936	357	195	157	208	157	144
Zm00001d023552	702	723	581	409	436	364	182	268	179	106	178	125
Zm00001d023557	1241	1302	1091	797	857	906	158	188	196	111	164	128
Zm00001d023558	1144	1209	973	538	554	522	65	111	83	52	61	43
Zm00001d023559	836	1372	704	1813	1977	1436	414	676	529	292	543	449
Zm00001d023564	690	1087	679	834	791	790	239	258	189	196	232	205
Zm00001d023565	598	775	579	549	504	449	7	12	10	9	10	16
Zm00001d023566	418	523	470	616	840	688	6	5	4	3	5	4
Zm00001d023576	2130	2488	1666	1096	1252	1031	369	531	366	289	420	277
Zm00001d023577	2093	2070	1799	1547	1705	1894	570	739	594	471	516	523
Zm00001d023578	1191	964	901	715	721	585	196	204	179	147	133	132
Zm00001d023579	1978	2177	1961	833	622	792	168	188	132	92	70	75
Zm00001d023580	4477	5979	4534	1942	1300	1383	374	366	288	372	335	255
Zm00001d023582	1379	1443	1283	1637	1519	1050	581	559	478	388	392	279
Zm00001d023583	183	174	183	361	302	257	11	10	18	7	21	17
Zm00001d023587	550	999	500	268	241	305	54	76	49	34	62	33
Zm00001d023590	4591	4897	3960	4755	4723	4589	100	112	110	72	92	70
Zm00001d023593	2107	2903	2144	695	811	2125	497	266	338	236	136	192
Zm00001d023596	239	386	171	123	232	745	51	24	5	35	27	4
Zm00001d023620	627	563	539	408	424	472	64	79	70	45	61	45
Zm00001d023634	676	737	567	408	382	523	101	104	77	88	145	82
Zm00001d023635	1960	2353	1807	1198	1311	1169	239	376	263	184	276	187
Zm00001d023640	1308	1569	1197	1286	1372	1245	21	24	37	25	37	31
Zm00001d023646	463	620	395	320	247	237	5	10	11	15	8	5
Zm00001d023650	1576	1761	1281	1158	1164	1050	68	111	76	96	125	85
Zm00001d023652	1757	1602	1662	1263	1079	741	301	275	371	248	221	264
Zm00001d023655	642	528	495	600	450	465	92	106	80	79	76	73
Zm00001d023658	685	950	670	1787	1726	1549	117	120	106	107	151	118
Zm00001d023664	1397	4331	1440	738	979	2816	85	85	66	93	84	82
Zm00001d023671	135	119	78	87	73	81	7	19	19	21	25	14
Zm00001d023724	415	743	416	401	512	367	12	16	11	9	13	5
Zm00001d023784	739	707	695	968	892	733	20	13	19	3	5	5
Zm00001d023795	7618	7571	7114	8171	7357	6094	10	4	7	11	4	11
Zm00001d024053	0	0	3	204	228	212	28	25	43	10	22	22
Zm00001d024342	3481	3635	3077	4033	3281	2894	131	106	42	16	46	12
Zm00001d024466	478	622	426	512	623	607	13	19	27	19	9	22
Zm00001d024507	769	807	766	1092	1113	890	32	15	16	25	4	10
Zm00001d024509	181	256	153	279	262	310	36	40	35	15	11	18
Zm00001d024519	1542	1615	1297	939	721	523	168	158	127	164	158	180
Zm00001d024521	299	345	285	148	151	156	6	24	12	6	12	9
Zm00001d024522	459	4796	437	322	606	8598	495	146	124	186	73	52
Zm00001d024523	4730	6081	3780	5657	4494	6513	515	436	462	446	408	469
Zm00001d024525	3167	2550	2785	2825	2397	2588	214	279	292	157	192	138
Zm00001d024531	12602	19437	9326	5059	3704	4519	1002	859	946	742	748	805
Zm00001d024679	826	1042	932	1229	1285	1104	120	116	140	53	39	60
Zm00001d024713	822	1047	754	1085	1377	1010	10	23	15	5	6	7
Zm00001d024933	4278	4273	3933	3830	3483	3211	677	10	559	72	2	50
Zm00001d025235	727	764	638	1160	1321	1833	56	92	89	31	29	38
Zm00001d025305	12405	13791	9844	9069	8175	9204	612	916	572	160	231	162
Zm00001d025323	1686	2116	1275	1372	1200	1198	386	616	430	147	221	142
Zm00001d025326	9	16	21	44	28	32	15	25	14	7	9	7
Zm00001d025751	992	1198	794	604	621	540	160	132	82	45	33	23
Zm00001d025773	16255	22252	16399	13257	20141	17775	101	114	78	173	285	177
Zm00001d025777	3657	3976	3114	3110	3116	3165	62	49	37	30	38	52
Zm00001d025817	1220	1489	1266	1489	1463	1315	92	73	44	57	28	16
Zm00001d025853	544	689	483	676	683	546	7	16	15	5	9	8
Zm00001d025892	1069	2340	954	473	809	970	28	24	26	8	8	12
Zm00001d025914	433	520	345	758	835	601	44	49	61	18	21	23
Zm00001d025920	695	931	694	810	973	1225	30	52	47	20	29	17
Zm00001d025981	1568	2194	1452	1585	1753	1461	36	48	38	10	9	10
Zm00001d026005	288	278	334	611	673	473	7	2	6	10	16	18
Zm00001d026015	920	767	737	1012	382	769	53	28	135	5	4	20
Zm00001d026126	118	295	101	35	55	196	16	11	5	34	28	12
Zm00001d026165	1094	1480	879	661	730	745	102	103	106	90	107	83
Zm00001d026176	1925	1792	1603	1840	2015	1597	244	268	275	212	239	226
Zm00001d026187	314	380	296	338	329	259	297	294	301	333	330	294
Zm00001d026190	835	845	740	794	890	740	193	236	257	168	207	208
Zm00001d026191	322	476	361	375	369	578	82	90	63	75	118	100
Zm00001d026192	458	684	431	479	553	386	322	437	297	341	432	343
Zm00001d026193	1653	2143	1399	994	748	712	305	413	283	296	365	280
Zm00001d026194	475	695	432	163	224	213	48	51	31	48	67	42
Zm00001d026195	534	610	479	352	315	320	82	86	107	79	124	113
Zm00001d026199	148	243	140	125	104	97	19	14	35	17	8	26
Zm00001d026239	349	513	295	309	388	373	108	115	68	116	96	86
Zm00001d026240	595	619	417	558	437	348	216	243	188	223	235	184
Zm00001d026243	538	579	521	942	813	745	125	159	139	180	172	194
Zm00001d026244	445	369	400	583	623	446	15	32	24	21	47	15
Zm00001d026246	2019	2327	1901	2591	2765	2212	22	18	20	21	18	19
Zm00001d026252	628	666	534	607	571	756	16	31	32	24	14	35
Zm00001d026253	312	213	187	429	451	418	11	23	7	13	29	15
Zm00001d026254	2991	4108	2342	2460	1394	1385	1337	1399	192	1129	1291	64
Zm00001d026257	596	593	533	1488	1589	1562	63	49	58	167	161	167
Zm00001d026258	1679	1877	1295	945	765	1110	177	254	216	82	109	92
Zm00001d026261	129	101	98	90	116	78	6	11	5	2	7	5
Zm00001d026263	1633	2605	1697	684	795	1138	87	69	72	29	31	38
Zm00001d026265	3787	3974	2999	2510	2250	1968	340	314	385	246	235	247
Zm00001d026270	1019	1020	934	952	1049	716	5	7	5	4	7	9
Zm00001d026271	63	172	50	63	96	318	13	1	18	31	8	27
Zm00001d026277	218	212	186	171	195	164	11	8	5	18	14	7
Zm00001d026278	4734	6091	4152	2148	2167	2183	1567	1839	1788	1356	1516	1423
Zm00001d026280	600	1093	478	518	508	504	36	63	46	46	83	50
Zm00001d026283	6944	7245	6028	5683	5268	4914	711	791	584	529	635	454
Zm00001d026284	400	454	332	337	382	290	47	104	59	35	42	32
Zm00001d026285	531	389	408	647	680	667	53	69	44	46	90	47
Zm00001d026286	5342	6872	4322	3145	2662	2635	716	741	686	572	623	522
Zm00001d026287	2827	3041	2577	1520	1356	1813	244	225	179	287	342	244
Zm00001d026288	582	1147	535	339	287	234	166	258	108	179	246	154
Zm00001d026289	691	654	544	587	506	447	73	111	97	45	115	78
Zm00001d026290	207	202	160	425	371	231	18	57	24	18	75	23
Zm00001d026291	793	745	782	424	298	187	98	91	59	61	50	34
Zm00001d026293	1482	1425	1247	913	752	589	57	146	49	50	149	32
Zm00001d026295	637	647	712	2600	2161	2228	134	278	209	252	395	366
Zm00001d026296	669	728	639	459	474	362	33	28	24	23	20	19
Zm00001d026305	195	196	162	247	213	164	9	7	17	2	4	5
Zm00001d026307	635	637	496	548	379	448	85	76	61	75	84	81
Zm00001d026312	3886	4240	3516	2706	3238	2830	320	338	304	171	179	147
Zm00001d026313	370	479	362	567	699	601	3	11	12	9	8	8
Zm00001d026321	611	650	643	587	542	498	65	85	56	142	155	133
Zm00001d026322	1323	676	940	867	774	771	32	52	42	54	32	44
Zm00001d026326	1772	2168	1350	747	529	578	403	482	462	200	232	211
Zm00001d026331	1359	1584	1252	1988	1960	1919	681	752	718	497	568	442
Zm00001d026333	1155	1244	1033	1059	1134	1017	248	307	347	235	232	306
Zm00001d026334	738	1318	704	655	971	2033	26	28	20	20	34	18
Zm00001d026335	629	622	500	1380	1687	1569	71	73	79	70	62	74
Zm00001d026337	3352	3837	3260	7228	7199	6052	505	654	736	1224	1483	1341
Zm00001d026351	721	1292	722	870	690	972	46	56	39	50	69	35
Zm00001d026359	1166	1136	981	993	1092	842	20	17	8	10	6	4
Zm00001d026361	1583	1926	1351	1248	1312	1192	26	89	39	28	43	33
Zm00001d026362	1616	1842	1650	1654	1683	1437	21	9	10	10	4	5
Zm00001d026363	1629	1757	1385	2103	2528	3191	127	183	170	129	179	114
Zm00001d026367	90	89	66	176	168	139	9	7	2	38	27	18
Zm00001d026368	15934	14094	15474	3147	3877	4816	2072	2939	2800	591	733	702
Zm00001d026369	4818	4000	4646	1714	2554	2937	111	76	183	21	22	42
Zm00001d026374	158	226	146	186	174	161	45	71	29	130	102	69
Zm00001d026381	1921	2864	1876	1949	2026	1866	207	223	274	117	160	126
Zm00001d026383	123	240	120	158	100	89	3	3	1	5	5	7
Zm00001d026391	1801	2893	1425	1356	1399	1449	69	90	73	22	33	30
Zm00001d026392	342	418	339	754	738	725	40	24	43	47	30	49
Zm00001d026394	384	454	281	246	257	298	37	30	38	42	38	34
Zm00001d026396	2675	2341	2259	2049	2359	2135	78	171	90	48	105	72
Zm00001d026397	615	579	517	527	442	430	85	70	63	63	96	59
Zm00001d026421	545	434	522	316	328	251	20	37	43	7	8	22
Zm00001d026429	316	341	248	886	744	709	43	61	45	123	162	136
Zm00001d026437	164	202	199	546	490	388	16	36	25	10	22	15
Zm00001d026439	2273	5158	2684	2428	1591	2769	859	756	862	582	413	544
Zm00001d026445	561	588	599	269	269	209	30	64	44	15	33	19
Zm00001d026451	576	836	481	774	778	653	87	153	119	98	115	93
Zm00001d026452	1072	2101	1050	227	206	145	42	62	58	19	21	20
Zm00001d026454	535	201	448	251	264	186	25	17	29	10	7	16
Zm00001d026460	1656	1651	1255	1196	1136	1301	24	36	18	28	60	50
Zm00001d026465	360	593	357	411	504	518	13	24	5	14	18	18
Zm00001d026475	1374	1354	1279	1322	1288	1345	12	13	9	14	15	16
Zm00001d026477	2401	2881	2106	1449	1502	1887	267	271	254	188	231	199
Zm00001d026478	60	50	54	185	265	170	58	66	46	95	132	72
Zm00001d026479	559	640	448	562	614	496	15	22	23	12	25	9
Zm00001d026483	3149	2988	3104	2171	2013	2160	183	175	214	158	171	178
Zm00001d026485	945	1290	858	852	878	793	65	165	69	89	201	91
Zm00001d026487	990	1436	1016	1303	1596	1383	41	45	63	20	42	25
Zm00001d026489	862	781	879	745	984	859	53	53	71	66	47	45
Zm00001d026490	15359	11537	13280	10935	13607	13928	528	546	545	338	297	280
Zm00001d026495	408	781	393	436	369	452	28	38	23	27	18	24
Zm00001d026501	718	925	711	1387	896	648	178	185	169	165	195	220
Zm00001d026511	2257	2544	2010	1491	1493	1204	20	26	27	10	26	11
Zm00001d026514	2425	3025	2105	1029	1013	1124	156	124	141	76	95	120
Zm00001d026517	2147	2619	1850	1508	1513	1252	217	243	173	103	105	87
Zm00001d026518	512	564	438	343	371	366	42	47	45	21	37	19
Zm00001d026532	843	1555	763	1298	1022	929	126	124	183	101	62	89
Zm00001d026535	8775	10205	7876	7772	8140	5660	913	1170	930	414	526	362
Zm00001d026536	367	418	333	456	619	592	20	11	3	16	14	6
Zm00001d026541	574	711	458	186	264	273	57	139	59	51	79	53
Zm00001d026543	733	730	668	1013	1040	959	29	64	50	36	80	58
Zm00001d026547	3716	3944	3208	3254	3401	3109	683	828	627	557	672	608
Zm00001d026548	1101	1805	1169	866	722	667	32	39	43	32	33	25
Zm00001d026549	401	482	340	231	265	214	37	64	61	25	40	34
Zm00001d026551	66	69	54	42	67	48	10	7	6	4	2	2
Zm00001d026555	341	295	254	50	25	43	16	11	10	4	2	2
Zm00001d026557	41	75	54	19	22	32	22	5	19	17	3	13
Zm00001d026559	4815	4887	4822	3797	4588	4858	387	523	445	238	309	251
Zm00001d026560	285	168	217	199	223	177	9	22	14	4	5	5
Zm00001d026573	6542	5689	6323	3022	2810	3265	608	732	1024	396	426	518
Zm00001d026575	1170	1012	1058	605	618	572	59	78	61	21	29	21
Zm00001d026577	6187	9515	6002	12319	12557	10865	616	802	647	306	350	333
Zm00001d026578	4192	5055	3434	1983	1576	1746	283	229	194	105	159	84
Zm00001d026582	497	543	418	286	254	246	26	27	37	14	17	20
Zm00001d026584	1309	1633	1173	2095	1990	2514	144	158	123	126	131	86
Zm00001d026585	1261	1370	1290	1144	1063	1063	100	89	126	67	71	77
Zm00001d026586	15594	11969	12882	14176	12248	9906	1322	1393	1714	972	904	1206
Zm00001d026587	1593	1615	1400	1311	1494	1423	41	32	32	50	35	56
Zm00001d026588	211	288	194	275	236	214	9	8	6	11	11	4
Zm00001d026590	1109	1179	995	868	717	736	193	202	225	238	229	185
Zm00001d026599	3324	3018	3209	11970	7358	2530	2187	3095	2868	2113	2837	2616
Zm00001d026600	823	1000	799	706	861	820	40	24	21	28	37	35
Zm00001d026603	1783	1741	1814	3029	1527	509	395	602	556	303	434	423
Zm00001d026607	1243	1141	1126	505	590	483	174	167	163	107	112	98
Zm00001d026608	207	223	212	145	97	114	26	97	33	15	42	20
Zm00001d026609	614	675	489	549	493	432	54	85	69	72	114	98
Zm00001d026612	733	1004	687	645	797	659	121	125	124	95	92	100
Zm00001d026621	2130	2173	2040	1218	1430	1122	283	269	251	224	196	164
Zm00001d026625	549	523	535	614	572	462	35	16	33	14	14	21
Zm00001d026629	250	297	214	367	285	296	10	13	12	10	16	11
Zm00001d026630	1809	2277	1596	1489	1271	1385	216	231	184	118	126	93
Zm00001d026632	3595	5195	4833	3050	4139	6665	351	470	381	270	271	189
Zm00001d026634	170	326	189	340	316	317	21	5	2	7	12	6
Zm00001d026649	2937	4135	2488	2225	3030	4393	268	295	325	286	239	332
Zm00001d026652	3448	3212	3386	3152	3050	2189	268	466	434	272	410	415
Zm00001d026653	205	295	179	313	246	171	10	3	5	10	12	6
Zm00001d026654	337	361	337	442	454	333	26	44	25	20	32	13
Zm00001d026662	961	1025	620	1031	1242	1039	87	54	72	126	112	134
Zm00001d026663	236	99	163	82	52	29	5	8	27	4	5	14
Zm00001d026664	2132	3788	2035	2051	1442	1182	601	773	713	227	275	231
Zm00001d026665	713	1024	642	991	920	870	47	78	58	59	78	58
Zm00001d026668	4706	4196	4163	2716	2117	1479	310	387	173	123	109	85
Zm00001d026669	2070	2287	1787	2731	2248	1883	405	376	380	389	450	384
Zm00001d026671	554	779	597	548	475	437	61	74	69	41	40	45
Zm00001d026672	441	444	439	283	284	256	44	52	60	36	36	34
Zm00001d026677	1155	795	1103	922	1171	796	61	78	107	48	41	62
Zm00001d026678	174	171	151	224	139	196	12	12	18	10	6	14
Zm00001d026680	2662	2871	2225	2996	2443	2421	426	400	300	480	537	459
Zm00001d026685	1320	1748	1020	635	509	527	33	53	30	12	31	13
Zm00001d026690	1605	1370	1607	1775	1926	1567	9	8	17	3	9	7
Zm00001d026700	454	489	450	829	747	699	30	25	32	16	20	23
Zm00001d026702	1626	1721	1392	1604	1369	1249	24	36	19	12	13	11
Zm00001d027230	349	353	301	543	599	504	15	13	13	8	5	9
Zm00001d027257	679	807	655	861	903	869	42	33	18	29	37	17
Zm00001d027265	612	672	613	733	823	659	15	8	9	12	6	3
Zm00001d027266	2763	3203	2275	3028	3521	3699	12	17	13	14	22	20
Zm00001d027267	1822	1916	1720	1555	1915	1875	8	28	14	5	13	16
Zm00001d027278	2620	3318	2361	2586	2707	2264	60	69	52	43	47	45
Zm00001d027290	949	891	887	101	23	47	2	8	4	11	28	22
Zm00001d027314	2153	2960	1926	3206	3030	3175	492	474	333	435	534	520
Zm00001d027317	1248	1494	1182	1987	1797	1292	98	94	77	96	114	68
Zm00001d027318	2275	2808	2064	2531	2164	1793	305	360	289	148	174	140
Zm00001d027319	276	343	228	152	134	131	15	29	8	7	7	3
Zm00001d027320	273	222	240	573	668	607	17	50	32	85	97	77
Zm00001d027321	403	447	374	448	582	385	92	173	109	60	99	65
